id,nc,sent,type label,type pred,input,output,time
29,περσινά ξινά σταφύλια,"Βράστα, αντιλαμβάνομαι την πίκρα σου για τις προσωπικές επιθέσεις που δέχτηκες, ίσως άδικα, πρέπει όμως να καταλάβεις οτι κι αυτό πλέον έχει περάσει, περσινά ξινά σταφύλια , ο Γιώργος ούτε καν ασχολείται με την πάρτη μας και φυσικά ούτε έχει πάρει πρέφα τα διαμειβόμενα εδώ.",,idiomatic,"In the Greek language, determine whether the expression [περσινά ξινά σταφύλια] in this context [Βράστα, αντιλαμβάνομαι την πίκρα σου για τις προσωπικές επιθέσεις που δέχτηκες, ίσως άδικα, πρέπει όμως να καταλάβεις οτι κι αυτό πλέον έχει περάσει, περσινά ξινά σταφύλια , ο Γιώργος ούτε καν ασχολείται με την πάρτη μας και φυσικά ούτε έχει πάρει πρέφα τα διαμειβόμενα εδώ.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.1957099437713623
30,περσινά ξινά σταφύλια,"Η μαρμελάδα δεν πέτυχε, γιατί χρησιμοποίησαν περσινά ξινά σταφύλια αντί για φρέσκα",,literal,"In the Greek language, determine whether the expression [περσινά ξινά σταφύλια] in this context [Η μαρμελάδα δεν πέτυχε, γιατί χρησιμοποίησαν περσινά ξινά σταφύλια αντί για φρέσκα] is used idiomatically or literally. Return only: idiomatic or literal.",literal,6.12925910949707
31,περσινά ξινά σταφύλια,"Μην τα πάρεις αυτά, είναι περσινά ξινά σταφύλια που έμειναν στην αποθήκη.",,literal,"In the Greek language, determine whether the expression [περσινά ξινά σταφύλια] in this context [Μην τα πάρεις αυτά, είναι περσινά ξινά σταφύλια που έμειναν στην αποθήκη.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,4.029613971710205
32,η μέρα με τη νύχτα,"Αν συγκρίνει κανείς τις προσπάθειες που έχουμε εμείς καταβάλλει και τα αποτελέσματα με αυτό που γινόταν τα τελευταία κυρίως χρόνια, θα διαπιστώσει ότι είναι η μέρα με τη νύχτα.",,idiomatic,"In the Greek language, determine whether the expression [η μέρα με τη νύχτα] in this context [Αν συγκρίνει κανείς τις προσπάθειες που έχουμε εμείς καταβάλλει και τα αποτελέσματα με αυτό που γινόταν τα τελευταία κυρίως χρόνια, θα διαπιστώσει ότι είναι η μέρα με τη νύχτα.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.0730700492858887
33,η μέρα με τη νύχτα,"Έχοντας παίξει και τα 2, είναι η μέρα με τη νύχτα στο πλήθος πραγμάτων που έχεις να κάνεις.",,idiomatic,"In the Greek language, determine whether the expression [η μέρα με τη νύχτα] in this context [Έχοντας παίξει και τα 2, είναι η μέρα με τη νύχτα στο πλήθος πραγμάτων που έχεις να κάνεις.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.1303670406341553
34,η μέρα με τη νύχτα,Πλησιάζουν στα σπίτια και περιμένουν να σμίξει η μέρα με τη νύχτα για να μπουν μέσα.,,idiomatic,"In the Greek language, determine whether the expression [η μέρα με τη νύχτα] in this context [Πλησιάζουν στα σπίτια και περιμένουν να σμίξει η μέρα με τη νύχτα για να μπουν μέσα.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.074705123901367
35,η μέρα με τη νύχτα,"Όπως εναλλάσσεται η μέρα με τη νύχτα ή το σκότος με το φως, έτσι η πτωτική αγορά διαδέχεται την ανοδική και αντίστροφα.",,idiomatic,"In the Greek language, determine whether the expression [η μέρα με τη νύχτα] in this context [Όπως εναλλάσσεται η μέρα με τη νύχτα ή το σκότος με το φως, έτσι η πτωτική αγορά διαδέχεται την ανοδική και αντίστροφα.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.080273151397705
36,κριτικός του καναπέ,"Οι τύποι αυτοί οι "" Κριτικοί του καναπέ "" έχουν φοβερή υπομονή, στοχοποιούν τους ""εχθρούς"" και περιμένουν.",,idiomatic,"In the Greek language, determine whether the expression [κριτικός του καναπέ] in this context [Οι τύποι αυτοί οι "" Κριτικοί του καναπέ "" έχουν φοβερή υπομονή, στοχοποιούν τους ""εχθρούς"" και περιμένουν.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.4017038345336914
37,κριτικός του καναπέ,"Σίγουρα όμως πρόκειται για κριτικούς του καναπέ , γιατί απλούστατα όλοι στον καναπέ τους βρίσκονται παρακολουθώντας τις εξελίξεις από την τηλεόραση.",,idiomatic,"In the Greek language, determine whether the expression [κριτικός του καναπέ] in this context [Σίγουρα όμως πρόκειται για κριτικούς του καναπέ , γιατί απλούστατα όλοι στον καναπέ τους βρίσκονται παρακολουθώντας τις εξελίξεις από την τηλεόραση.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.0023579597473145
38,κριτικός του καναπέ,Ο επαγγελματίας κριτικός του καναπέ βαθμολόγησε τα νέα προϊόντα με άριστα για την άνεση και τον σχεδιασμό τους.,,idiomatic,"In the Greek language, determine whether the expression [κριτικός του καναπέ] in this context [Ο επαγγελματίας κριτικός του καναπέ βαθμολόγησε τα νέα προϊόντα με άριστα για την άνεση και τον σχεδιασμό τους.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,9.125494718551636
39,κριτικός του καναπέ,"Ως κριτικός του καναπέ και των λοιπών επίπλων, θεώρησε ότι τα μαξιλάρια που επέλεξε ήταν η κατάλληλη απαλότητα για ξεκούραση μπροστά στη τηλεόραση.",,literal,"In the Greek language, determine whether the expression [κριτικός του καναπέ] in this context [Ως κριτικός του καναπέ και των λοιπών επίπλων, θεώρησε ότι τα μαξιλάρια που επέλεξε ήταν η κατάλληλη απαλότητα για ξεκούραση μπροστά στη τηλεόραση.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,7.432569742202759
40,Δημοκρατία Μπανάνας,"Ο κάποτε πρόεδρος αυτής της Δημοκρατίας Μπανάνας , Γ. Βασιλείου προέβη σε δηλώσεις ότι ο τέως Πρόεδρος της Δημοκρατίας Τάσσος Παπαδόπουλος ήταν υπέρ του σχεδίου Ανάν.",,idiomatic,"In the Greek language, determine whether the expression [Δημοκρατία Μπανάνας] in this context [Ο κάποτε πρόεδρος αυτής της Δημοκρατίας Μπανάνας , Γ. Βασιλείου προέβη σε δηλώσεις ότι ο τέως Πρόεδρος της Δημοκρατίας Τάσσος Παπαδόπουλος ήταν υπέρ του σχεδίου Ανάν.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.467082977294922
41,Δημοκρατία Μπανάνας,"Αρκετοί είναι εκείνοι που βλέπουν την κυπριακή Δημοκρατία ως ένα «ημι-δημοκρατικό» πολιτικό σύστημα, ή ακόμα ως μια «ψευδο-δημοκρατία», μια «δημοκρατία μπανάνας».",,idiomatic,"In the Greek language, determine whether the expression [Δημοκρατία Μπανάνας] in this context [Αρκετοί είναι εκείνοι που βλέπουν την κυπριακή Δημοκρατία ως ένα «ημι-δημοκρατικό» πολιτικό σύστημα, ή ακόμα ως μια «ψευδο-δημοκρατία», μια «δημοκρατία μπανάνας».] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.085782051086426
42,Δημοκρατία Μπανάνας,"Στο σχολείο, τα παιδιά ψήφισαν για την καλύτερη μπανάνα και έκαναν τη δική τους μικρή δημοκρατία μπανάνας.",,literal,"In the Greek language, determine whether the expression [Δημοκρατία Μπανάνας] in this context [Στο σχολείο, τα παιδιά ψήφισαν για την καλύτερη μπανάνα και έκαναν τη δική τους μικρή δημοκρατία μπανάνας.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,4.876752853393555
43,Δημοκρατία Μπανάνας,"Στο όνειρό του, είδε ότι ήταν ο πρόεδρος της δημοκρατίας μπανάνας και έπρεπε να διευθύνει τη συνεδρίαση των φρούτων.",,literal,"In the Greek language, determine whether the expression [Δημοκρατία Μπανάνας] in this context [Στο όνειρό του, είδε ότι ήταν ο πρόεδρος της δημοκρατίας μπανάνας και έπρεπε να διευθύνει τη συνεδρίαση των φρούτων.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,5.08500599861145
44,αγορά αρκούδα,"ΤΟ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΟ ράλι που ξεκίνησε τον περασμένο Μάρτιο, ξεπερνώντας σε δυναμική κάθε προηγούμενο που πραγματοποιήθηκε σε συνθήκες αγοράς αρκούδας , έκανε πολλούς να πιστέψουν ότι δεν επρόκειτο απλά και μόνο για ένα μεγάλο διάλειμμα.",,idiomatic,"In the Greek language, determine whether the expression [αγορά αρκούδα] in this context [ΤΟ ΧΡΗΜΑΤΙΣΤΗΡΙΑΚΟ ράλι που ξεκίνησε τον περασμένο Μάρτιο, ξεπερνώντας σε δυναμική κάθε προηγούμενο που πραγματοποιήθηκε σε συνθήκες αγοράς αρκούδας , έκανε πολλούς να πιστέψουν ότι δεν επρόκειτο απλά και μόνο για ένα μεγάλο διάλειμμα.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.461179733276367
45,αγορά αρκούδα,"Πάντως, το βέβαιο είναι ότι έχουμε για καλά εισέλθει σε μια μακροχρόνια αγορά αρκούδας και πως τα ενδιάμεσα ανοδικά ράλι τιμών που θα δούμε θέλουν προσοχή.",,idiomatic,"In the Greek language, determine whether the expression [αγορά αρκούδα] in this context [Πάντως, το βέβαιο είναι ότι έχουμε για καλά εισέλθει σε μια μακροχρόνια αγορά αρκούδας και πως τα ενδιάμεσα ανοδικά ράλι τιμών που θα δούμε θέλουν προσοχή.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.3072938919067383
46,αγορά αρκούδα,"Στην παλιά πόλη λειτουργούσε κάθε χρόνο μια ιδιαίτερη αγορά αρκούδας, όπου οι κυνηγοί παρουσίαζαν τα ζώα τους.",,literal,"In the Greek language, determine whether the expression [αγορά αρκούδα] in this context [Στην παλιά πόλη λειτουργούσε κάθε χρόνο μια ιδιαίτερη αγορά αρκούδας, όπου οι κυνηγοί παρουσίαζαν τα ζώα τους.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,4.4342451095581055
47,αγορά αρκούδα,Ο ζωολογικός κήπος αγόρασε δύο νεαρές αρκούδες από μια εξειδικευμένη αγορά αρκούδας στα βόρεια.,,literal,"In the Greek language, determine whether the expression [αγορά αρκούδα] in this context [Ο ζωολογικός κήπος αγόρασε δύο νεαρές αρκούδες από μια εξειδικευμένη αγορά αρκούδας στα βόρεια.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,4.384859800338745
48,μαύρο πρόβατο,"Ο χοντρός σαν αρκούδα Πάμπλο, αδιόρθωτος τριαντάρης, λάτρης των βουτυρωμένων κρουασάν, χασομέρης, πλακατζής, θαμώνας των χαμαιτυπείων και μαύρο πρόβατο της πλουσιότατης μεγαλοαστικής οικογένειάς του, ασχολείται με τη φιλοσοφία στο Internet, ώσπου, μυστηριωδώς και αναπάντεχα, εξαφανίζεται ο μεγαλύτερος αδελφός του.",,idiomatic,"In the Greek language, determine whether the expression [μαύρο πρόβατο] in this context [Ο χοντρός σαν αρκούδα Πάμπλο, αδιόρθωτος τριαντάρης, λάτρης των βουτυρωμένων κρουασάν, χασομέρης, πλακατζής, θαμώνας των χαμαιτυπείων και μαύρο πρόβατο της πλουσιότατης μεγαλοαστικής οικογένειάς του, ασχολείται με τη φιλοσοφία στο Internet, ώσπου, μυστηριωδώς και αναπάντεχα, εξαφανίζεται ο μεγαλύτερος αδελφός του.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,4.238702058792114
49,μαύρο πρόβατο,"Θα μπορούσε η Ελλάδα αντί να μετατραπεί σε μαύρο πρόβατο να αποτελέσει το επίκεντρο για την επαναδιατύπωση κι εφαρμογή ενός νέου, αποτελεσματικού και δίκαιου ευρωπαϊκού κοινωνικού μοντέλου.",,idiomatic,"In the Greek language, determine whether the expression [μαύρο πρόβατο] in this context [Θα μπορούσε η Ελλάδα αντί να μετατραπεί σε μαύρο πρόβατο να αποτελέσει το επίκεντρο για την επαναδιατύπωση κι εφαρμογή ενός νέου, αποτελεσματικού και δίκαιου ευρωπαϊκού κοινωνικού μοντέλου.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.1439080238342285
