language	compound	folder	nc sim	avg img sim	img sim matrix	lit ct sim	idm ct sim	lit trans sim	idm trans sim
Chinese	孔雀东南飞	孔雀东南飞	{'96790065579.png': np.float32(0.24486418), '82595475312.png': np.float32(0.22512442), '97332761221.png': np.float32(0.22315517), '93151689566.png': np.float32(0.22041747), '20109023758.png': np.float32(0.20514634)}	{'96790065579.png': np.float32(0.637946), '93151689566.png': np.float32(0.60564876), '20109023758.png': np.float32(0.60480154), '97332761221.png': np.float32(0.5971376), '82595475312.png': np.float32(0.57754403)}	{'82595475312.png': {'96790065579.png': 0.5879278779029846, '93151689566.png': 0.6480588316917419, '20109023758.png': 0.5832133889198303, '97332761221.png': 0.49097615480422974}, '96790065579.png': {'82595475312.png': 0.5879278779029846, '93151689566.png': 0.6119481921195984, '20109023758.png': 0.6003522872924805, '97332761221.png': 0.7515556216239929}, '93151689566.png': {'82595475312.png': 0.6480588316917419, '96790065579.png': 0.6119481921195984, '20109023758.png': 0.6261050701141357, '97332761221.png': 0.5364828109741211}, '20109023758.png': {'82595475312.png': 0.5832133889198303, '96790065579.png': 0.6003522872924805, '93151689566.png': 0.6261050701141357, '97332761221.png': 0.6095355749130249}, '97332761221.png': {'82595475312.png': 0.49097615480422974, '96790065579.png': 0.7515556216239929, '93151689566.png': 0.5364828109741211, '20109023758.png': 0.6095355749130249}}	[{'96790065579.png': 0.24369999766349792, '82595475312.png': 0.22759999334812164, '97332761221.png': 0.21930000185966492, '93151689566.png': 0.20749999582767487, '20109023758.png': 0.19769999384880066}]	[{'96790065579.png': 0.19920000433921814, '97332761221.png': 0.18320000171661377, '82595475312.png': 0.17910000681877136, '20109023758.png': 0.17630000412464142, '93151689566.png': 0.15369999408721924}, {'96790065579.png': 0.23819999396800995, '93151689566.png': 0.22439999878406525, '82595475312.png': 0.218299999833107, '20109023758.png': 0.21690000593662262, '97332761221.png': 0.21230000257492065}]	[{'97332761221.png': 0.2799000144004822, '96790065579.png': 0.26159998774528503, '20109023758.png': 0.19850000739097595, '93151689566.png': 0.12070000171661377, '82595475312.png': 0.09870000183582306}]	[{'82595475312.png': 0.20309999585151672, '96790065579.png': 0.19059999287128448, '20109023758.png': 0.1736000031232834, '97332761221.png': 0.17339999973773956, '93151689566.png': 0.1695999950170517}, {'96790065579.png': 0.2078000009059906, '97332761221.png': 0.2021999955177307, '82595475312.png': 0.19930000603199005, '20109023758.png': 0.19619999825954437, '93151689566.png': 0.18119999766349792}]
Chinese	连锁反应	连锁反应	{'80580433141.png': np.float32(0.21720245), '90032769615.png': np.float32(0.20443465), '17059948854.png': np.float32(0.2035459), '84645431254.png': np.float32(0.19804999), '76178228177.png': np.float32(0.17950794)}	{'84645431254.png': np.float32(0.7374821), '80580433141.png': np.float32(0.71486646), '90032769615.png': np.float32(0.71394795), '17059948854.png': np.float32(0.6682836), '76178228177.png': np.float32(0.5978725)}	{'90032769615.png': {'76178228177.png': 0.6692396998405457, '84645431254.png': 0.7413393259048462, '80580433141.png': 0.760764479637146, '17059948854.png': 0.6844485402107239}, '76178228177.png': {'90032769615.png': 0.6692396998405457, '84645431254.png': 0.6249776482582092, '80580433141.png': 0.5633954405784607, '17059948854.png': 0.5338771343231201}, '84645431254.png': {'90032769615.png': 0.7413393259048462, '76178228177.png': 0.6249776482582092, '80580433141.png': 0.8320542573928833, '17059948854.png': 0.7515569925308228}, '80580433141.png': {'90032769615.png': 0.760764479637146, '76178228177.png': 0.5633954405784607, '84645431254.png': 0.8320542573928833, '17059948854.png': 0.7032516598701477}, '17059948854.png': {'90032769615.png': 0.6844485402107239, '76178228177.png': 0.5338771343231201, '84645431254.png': 0.7515569925308228, '80580433141.png': 0.7032516598701477}}	[{'80580433141.png': 0.2231999933719635, '90032769615.png': 0.22120000422000885, '17059948854.png': 0.2125999927520752, '84645431254.png': 0.2085999995470047, '76178228177.png': 0.1876000016927719}]	[{'80580433141.png': 0.2222999930381775, '17059948854.png': 0.21449999511241913, '84645431254.png': 0.21209999918937683, '90032769615.png': 0.21160000562667847, '76178228177.png': 0.18569999933242798}]	[{'90032769615.png': 0.24779999256134033, '76178228177.png': 0.24070000648498535, '80580433141.png': 0.2337999939918518, '84645431254.png': 0.21469999849796295, '17059948854.png': 0.19539999961853027}]	[{'90032769615.png': 0.24779999256134033, '76178228177.png': 0.24070000648498535, '80580433141.png': 0.2337999939918518, '84645431254.png': 0.21469999849796295, '17059948854.png': 0.19539999961853027}]
Chinese	一马当先	一马当先	{'62795327751.png': np.float32(0.23107697), '56893993199.png': np.float32(0.22448444), '17958411938.png': np.float32(0.21579212), '86706855496.png': np.float32(0.21015918), '12043968900.png': np.float32(0.2092973)}	{'56893993199.png': np.float32(0.72875786), '62795327751.png': np.float32(0.7193929), '86706855496.png': np.float32(0.6999214), '17958411938.png': np.float32(0.6957197), '12043968900.png': np.float32(0.63515294)}	{'17958411938.png': {'86706855496.png': 0.6812938451766968, '62795327751.png': 0.686911940574646, '56893993199.png': 0.7269651293754578, '12043968900.png': 0.6877079010009766}, '86706855496.png': {'17958411938.png': 0.6812938451766968, '62795327751.png': 0.7730848789215088, '56893993199.png': 0.7601000070571899, '12043968900.png': 0.5852069854736328}, '62795327751.png': {'17958411938.png': 0.686911940574646, '86706855496.png': 0.7730848789215088, '56893993199.png': 0.7889219522476196, '12043968900.png': 0.6286528706550598}, '56893993199.png': {'17958411938.png': 0.7269651293754578, '86706855496.png': 0.7601000070571899, '62795327751.png': 0.7889219522476196, '12043968900.png': 0.6390441656112671}, '12043968900.png': {'17958411938.png': 0.6877079010009766, '86706855496.png': 0.5852069854736328, '62795327751.png': 0.6286528706550598, '56893993199.png': 0.6390441656112671}}	[]	[{'62795327751.png': 0.22190000116825104, '56893993199.png': 0.2150000035762787, '86706855496.png': 0.20029999315738678, '17958411938.png': 0.19589999318122864, '12043968900.png': 0.19089999794960022}, {'62795327751.png': 0.23270000517368317, '56893993199.png': 0.2281000018119812, '86706855496.png': 0.211899995803833, '17958411938.png': 0.21140000224113464, '12043968900.png': 0.20329999923706055}]	[{'12043968900.png': 0.24879999458789825, '17958411938.png': 0.20100000500679016, '86706855496.png': 0.18389999866485596, '56893993199.png': 0.18119999766349792, '62795327751.png': 0.1808999925851822}]	[{'12043968900.png': 0.22470000386238098, '56893993199.png': 0.22280000150203705, '17958411938.png': 0.21979999542236328, '62795327751.png': 0.20659999549388885, '86706855496.png': 0.2045000046491623}, {'12043968900.png': 0.226500004529953, '17958411938.png': 0.22630000114440918, '56893993199.png': 0.19709999859333038, '86706855496.png': 0.17730000615119934, '62795327751.png': 0.163100004196167}]
Chinese	天书	天书	{'84037971043.png': np.float32(0.21802744), '47408616588.png': np.float32(0.19988573), '82247342710.png': np.float32(0.19750142), '74711776790.png': np.float32(0.1969981), '33923226725.png': np.float32(0.1910907)}	{'33923226725.png': np.float32(0.7813916), '47408616588.png': np.float32(0.77885866), '82247342710.png': np.float32(0.7604211), '74711776790.png': np.float32(0.75404614), '84037971043.png': np.float32(0.6727128)}	{'47408616588.png': {'33923226725.png': 0.8464999198913574, '82247342710.png': 0.8088864088058472, '84037971043.png': 0.7134286761283875, '74711776790.png': 0.7466197609901428}, '33923226725.png': {'47408616588.png': 0.8464999198913574, '82247342710.png': 0.7992147207260132, '84037971043.png': 0.6488520503044128, '74711776790.png': 0.8309999704360962}, '82247342710.png': {'47408616588.png': 0.8088864088058472, '33923226725.png': 0.7992147207260132, '84037971043.png': 0.6617944836616516, '74711776790.png': 0.7717887759208679}, '84037971043.png': {'47408616588.png': 0.7134286761283875, '33923226725.png': 0.6488520503044128, '82247342710.png': 0.6617944836616516, '74711776790.png': 0.6667758822441101}, '74711776790.png': {'47408616588.png': 0.7466197609901428, '33923226725.png': 0.8309999704360962, '82247342710.png': 0.7717887759208679, '84037971043.png': 0.6667758822441101}}	[{'84037971043.png': 0.21809999644756317, '47408616588.png': 0.2061000019311905, '33923226725.png': 0.2037999927997589, '74711776790.png': 0.19830000400543213, '82247342710.png': 0.19089999794960022}]	[{'84037971043.png': 0.226500004529953, '47408616588.png': 0.21629999577999115, '82247342710.png': 0.20229999721050262, '74711776790.png': 0.20090000331401825, '33923226725.png': 0.20090000331401825}, {'84037971043.png': 0.22100000083446503, '33923226725.png': 0.21619999408721924, '47408616588.png': 0.2150000035762787, '74711776790.png': 0.20759999752044678, '82247342710.png': 0.19750000536441803}, {'47408616588.png': 0.22660000622272491, '84037971043.png': 0.21899999678134918, '33923226725.png': 0.21209999918937683, '82247342710.png': 0.19920000433921814, '74711776790.png': 0.19910000264644623}]	[{'74711776790.png': 0.303600013256073, '33923226725.png': 0.28859999775886536, '82247342710.png': 0.2754000127315521, '47408616588.png': 0.2671000063419342, '84037971043.png': 0.1882999986410141}]	[{'47408616588.png': 0.24619999527931213, '82247342710.png': 0.23499999940395355, '33923226725.png': 0.2296999990940094, '74711776790.png': 0.22699999809265137, '84037971043.png': 0.2159000039100647}, {'47408616588.png': 0.22349999845027924, '84037971043.png': 0.2184000015258789, '82247342710.png': 0.2142000049352646, '33923226725.png': 0.21240000426769257, '74711776790.png': 0.20550000667572021}, {'82247342710.png': 0.22750000655651093, '47408616588.png': 0.2223999947309494, '33923226725.png': 0.21870000660419464, '74711776790.png': 0.20630000531673431, '84037971043.png': 0.20059999823570251}]
Chinese	高屋建瓴	高屋建瓴	{'76781677360.png': np.float32(0.24130753), '83140648741.png': np.float32(0.21716022), '89253002720.png': np.float32(0.21482274), '34090365312.png': np.float32(0.193566), '46260760960.png': np.float32(0.18804228)}	{'89253002720.png': np.float32(0.6794894), '34090365312.png': np.float32(0.6689024), '83140648741.png': np.float32(0.6648805), '46260760960.png': np.float32(0.6372149), '76781677360.png': np.float32(0.63086355)}	{'83140648741.png': {'46260760960.png': 0.6611080765724182, '34090365312.png': 0.6629704236984253, '76781677360.png': 0.6026284694671631, '89253002720.png': 0.732815146446228}, '46260760960.png': {'83140648741.png': 0.6611080765724182, '34090365312.png': 0.6996454000473022, '76781677360.png': 0.5832653641700745, '89253002720.png': 0.6048407554626465}, '34090365312.png': {'83140648741.png': 0.6629704236984253, '46260760960.png': 0.6996454000473022, '76781677360.png': 0.6351263523101807, '89253002720.png': 0.6778675317764282}, '76781677360.png': {'83140648741.png': 0.6026284694671631, '46260760960.png': 0.5832653641700745, '34090365312.png': 0.6351263523101807, '89253002720.png': 0.7024341225624084}, '89253002720.png': {'83140648741.png': 0.732815146446228, '46260760960.png': 0.6048407554626465, '34090365312.png': 0.6778675317764282, '76781677360.png': 0.7024341225624084}}	[]	[{'76781677360.png': 0.23190000653266907, '89253002720.png': 0.21639999747276306, '34090365312.png': 0.210099995136261, '83140648741.png': 0.20010000467300415, '46260760960.png': 0.18889999389648438}, {'76781677360.png': 0.22059999406337738, '89253002720.png': 0.2087000012397766, '83140648741.png': 0.20829999446868896, '34090365312.png': 0.2061000019311905, '46260760960.png': 0.1737000048160553}]	[{'83140648741.png': 0.23160000145435333, '76781677360.png': 0.1972000002861023, '89253002720.png': 0.19269999861717224, '34090365312.png': 0.18459999561309814, '46260760960.png': 0.1826000064611435}]	[{'34090365312.png': 0.2199999988079071, '89253002720.png': 0.2054000049829483, '76781677360.png': 0.19949999451637268, '83140648741.png': 0.19359999895095825, '46260760960.png': 0.18619999289512634}, {'76781677360.png': 0.22010000050067902, '89253002720.png': 0.21480000019073486, '34090365312.png': 0.20810000598430634, '46260760960.png': 0.20509999990463257, '83140648741.png': 0.19269999861717224}]
Chinese	唱反调	唱反调	{'44855922733.png': np.float32(0.21487918), '92220317928.png': np.float32(0.21047127), '46506753952.png': np.float32(0.20390062), '65271340779.png': np.float32(0.20366728), '50030842230.png': np.float32(0.19147603)}	{'44855922733.png': np.float32(0.6953709), '50030842230.png': np.float32(0.6662251), '65271340779.png': np.float32(0.6642013), '92220317928.png': np.float32(0.637661), '46506753952.png': np.float32(0.5822302)}	{'44855922733.png': {'92220317928.png': 0.6707916259765625, '50030842230.png': 0.7258174419403076, '46506753952.png': 0.6159610152244568, '65271340779.png': 0.7689134478569031}, '92220317928.png': {'44855922733.png': 0.6707916259765625, '50030842230.png': 0.7212079763412476, '46506753952.png': 0.5571461915969849, '65271340779.png': 0.6014982461929321}, '50030842230.png': {'44855922733.png': 0.7258174419403076, '92220317928.png': 0.7212079763412476, '46506753952.png': 0.5436474680900574, '65271340779.png': 0.6742274761199951}, '46506753952.png': {'44855922733.png': 0.6159610152244568, '92220317928.png': 0.5571461915969849, '50030842230.png': 0.5436474680900574, '65271340779.png': 0.6121661067008972}, '65271340779.png': {'44855922733.png': 0.7689134478569031, '92220317928.png': 0.6014982461929321, '50030842230.png': 0.6742274761199951, '46506753952.png': 0.6121661067008972}}	[{'44855922733.png': 0.24899999797344208, '65271340779.png': 0.24469999969005585, '92220317928.png': 0.23010000586509705, '46506753952.png': 0.22100000083446503, '50030842230.png': 0.20579999685287476}]	[{'92220317928.png': 0.23399999737739563, '44855922733.png': 0.23180000483989716, '50030842230.png': 0.22169999778270721, '46506753952.png': 0.21289999783039093, '65271340779.png': 0.1965000033378601}]	[{'65271340779.png': 0.2784999907016754, '44855922733.png': 0.2574000060558319, '92220317928.png': 0.23270000517368317, '46506753952.png': 0.2134999930858612, '50030842230.png': 0.21230000257492065}]	[{'65271340779.png': 0.25, '44855922733.png': 0.2395000010728836, '50030842230.png': 0.23919999599456787, '46506753952.png': 0.2190999984741211, '92220317928.png': 0.21610000729560852}, {'65271340779.png': 0.21819999814033508, '46506753952.png': 0.2167000025510788, '44855922733.png': 0.20819999277591705, '50030842230.png': 0.2020999938249588, '92220317928.png': 0.19670000672340393}]
Chinese	给脸色看	给脸色看	{'58752327278.png': np.float32(0.22928454), '33918707897.png': np.float32(0.22300588), '58933960137.png': np.float32(0.21924481), '32539256395.png': np.float32(0.2087903), '64013390253.png': np.float32(0.19961262)}	{'33918707897.png': np.float32(0.734053), '58752327278.png': np.float32(0.7172102), '32539256395.png': np.float32(0.70128244), '64013390253.png': np.float32(0.64682156), '58933960137.png': np.float32(0.6258742)}	{'58933960137.png': {'64013390253.png': 0.5535696148872375, '58752327278.png': 0.7651046514511108, '33918707897.png': 0.6211986541748047, '32539256395.png': 0.5636239051818848}, '64013390253.png': {'58933960137.png': 0.5535696148872375, '58752327278.png': 0.6355351805686951, '33918707897.png': 0.7017470598220825, '32539256395.png': 0.6964343786239624}, '58752327278.png': {'58933960137.png': 0.7651046514511108, '64013390253.png': 0.6355351805686951, '33918707897.png': 0.7681978344917297, '32539256395.png': 0.7000030279159546}, '33918707897.png': {'58933960137.png': 0.6211986541748047, '64013390253.png': 0.7017470598220825, '58752327278.png': 0.7681978344917297, '32539256395.png': 0.8450684547424316}, '32539256395.png': {'58933960137.png': 0.5636239051818848, '64013390253.png': 0.6964343786239624, '58752327278.png': 0.7000030279159546, '33918707897.png': 0.8450684547424316}}	[{'58752327278.png': 0.2272000014781952, '33918707897.png': 0.2264000028371811, '32539256395.png': 0.22269999980926514, '64013390253.png': 0.2037000060081482, '58933960137.png': 0.20319999754428864}]	[{'58752327278.png': 0.24330000579357147, '33918707897.png': 0.2249000072479248, '32539256395.png': 0.21580000221729279, '64013390253.png': 0.21089999377727509, '58933960137.png': 0.2061000019311905}, {'58752327278.png': 0.2492000013589859, '33918707897.png': 0.2295999974012375, '32539256395.png': 0.22930000722408295, '64013390253.png': 0.20909999310970306, '58933960137.png': 0.20800000429153442}, {'58752327278.png': 0.22939999401569366, '32539256395.png': 0.22339999675750732, '33918707897.png': 0.21709999442100525, '64013390253.png': 0.19429999589920044, '58933960137.png': 0.19370000064373016}]	[{'58933960137.png': 0.2167000025510788, '58752327278.png': 0.21140000224113464, '64013390253.png': 0.20970000326633453, '33918707897.png': 0.19850000739097595, '32539256395.png': 0.18950000405311584}]	[{'58752327278.png': 0.23100000619888306, '58933960137.png': 0.21719999611377716, '33918707897.png': 0.21639999747276306, '32539256395.png': 0.2045000046491623, '64013390253.png': 0.19210000336170197}, {'58933960137.png': 0.2689000070095062, '58752327278.png': 0.24940000474452972, '33918707897.png': 0.22470000386238098, '32539256395.png': 0.20440000295639038, '64013390253.png': 0.17790000140666962}]
Chinese	害群之马	害群之马-2	{'58400702742.png': np.float32(0.21361025), '78207319010.png': np.float32(0.19785048), '88916211400.png': np.float32(0.1962525), '58497341003.png': np.float32(0.19382253), '98618599642.png': np.float32(0.18570079)}	{'58497341003.png': np.float32(0.71092916), '78207319010.png': np.float32(0.6657345), '88916211400.png': np.float32(0.62580645), '98618599642.png': np.float32(0.5717665), '58400702742.png': np.float32(0.5124315)}	{'98618599642.png': {'58497341003.png': 0.6196783781051636, '58400702742.png': 0.5833608508110046, '88916211400.png': 0.5134636163711548, '78207319010.png': 0.5705631375312805}, '58497341003.png': {'98618599642.png': 0.6196783781051636, '58400702742.png': 0.5432937145233154, '88916211400.png': 0.8432673215866089, '78207319010.png': 0.8374772071838379}, '58400702742.png': {'98618599642.png': 0.5833608508110046, '58497341003.png': 0.5432937145233154, '88916211400.png': 0.40733417868614197, '78207319010.png': 0.5157372355461121}, '88916211400.png': {'98618599642.png': 0.5134636163711548, '58497341003.png': 0.8432673215866089, '58400702742.png': 0.40733417868614197, '78207319010.png': 0.7391606569290161}, '78207319010.png': {'98618599642.png': 0.5705631375312805, '58497341003.png': 0.8374772071838379, '58400702742.png': 0.5157372355461121, '88916211400.png': 0.7391606569290161}}	[]	[]	[{'88916211400.png': 0.298799991607666, '58497341003.png': 0.2915000021457672, '78207319010.png': 0.258899986743927, '58400702742.png': 0.1923000067472458, '98618599642.png': 0.17630000412464142}]	[{'58400702742.png': 0.20880000293254852, '78207319010.png': 0.2054000049829483, '88916211400.png': 0.19679999351501465, '58497341003.png': 0.18520000576972961, '98618599642.png': 0.17870000004768372}]
Chinese	秘密行动	秘密行动	{'83397031833.png': np.float32(0.2158334), '98351288710.png': np.float32(0.21500817), '95188225048.png': np.float32(0.21291319), '11188711532.png': np.float32(0.21191004), '43253634012.png': np.float32(0.18717442)}	{'95188225048.png': np.float32(0.6944582), '83397031833.png': np.float32(0.66838336), '43253634012.png': np.float32(0.6649004), '11188711532.png': np.float32(0.6501316), '98351288710.png': np.float32(0.6298936)}	{'43253634012.png': {'98351288710.png': 0.619952917098999, '95188225048.png': 0.6974887847900391, '83397031833.png': 0.6827714443206787, '11188711532.png': 0.659388542175293}, '98351288710.png': {'43253634012.png': 0.619952917098999, '95188225048.png': 0.6192958354949951, '83397031833.png': 0.6671596169471741, '11188711532.png': 0.6131661534309387}, '95188225048.png': {'43253634012.png': 0.6974887847900391, '98351288710.png': 0.6192958354949951, '83397031833.png': 0.7283394932746887, '11188711532.png': 0.7327086925506592}, '83397031833.png': {'43253634012.png': 0.6827714443206787, '98351288710.png': 0.6671596169471741, '95188225048.png': 0.7283394932746887, '11188711532.png': 0.5952630043029785}, '11188711532.png': {'43253634012.png': 0.659388542175293, '98351288710.png': 0.6131661534309387, '95188225048.png': 0.7327086925506592, '83397031833.png': 0.5952630043029785}}	[]	[]	[{'98351288710.png': 0.25099998712539673, '11188711532.png': 0.22709999978542328, '95188225048.png': 0.20990000665187836, '43253634012.png': 0.20190000534057617, '83397031833.png': 0.19990000128746033}]	[{'11188711532.png': 0.25699999928474426, '98351288710.png': 0.2387000024318695, '95188225048.png': 0.23479999601840973, '83397031833.png': 0.22169999778270721, '43253634012.png': 0.2078000009059906}]
Chinese	脑筋急转弯	脑筋急转弯	{'93742736527.png': np.float32(0.22563618), '11715827024.png': np.float32(0.22453548), '90737209356.png': np.float32(0.21921624), '35386941627.png': np.float32(0.21008298), '42265613853.png': np.float32(0.19281787)}	{'11715827024.png': np.float32(0.7763182), '90737209356.png': np.float32(0.76987016), '35386941627.png': np.float32(0.71073776), '93742736527.png': np.float32(0.69378465), '42265613853.png': np.float32(0.68278265)}	{'90737209356.png': {'11715827024.png': 0.8962907791137695, '35386941627.png': 0.7702785134315491, '42265613853.png': 0.6861817240715027, '93742736527.png': 0.726729691028595}, '11715827024.png': {'90737209356.png': 0.8962907791137695, '35386941627.png': 0.7490180730819702, '42265613853.png': 0.706409215927124, '93742736527.png': 0.7535548806190491}, '35386941627.png': {'90737209356.png': 0.7702785134315491, '11715827024.png': 0.7490180730819702, '42265613853.png': 0.683669924736023, '93742736527.png': 0.6399844288825989}, '42265613853.png': {'90737209356.png': 0.6861817240715027, '11715827024.png': 0.706409215927124, '35386941627.png': 0.683669924736023, '93742736527.png': 0.6548694968223572}, '93742736527.png': {'90737209356.png': 0.726729691028595, '11715827024.png': 0.7535548806190491, '35386941627.png': 0.6399844288825989, '42265613853.png': 0.6548694968223572}}	[]	[{'93742736527.png': 0.2425999939441681, '11715827024.png': 0.23080000281333923, '90737209356.png': 0.22939999401569366, '35386941627.png': 0.20759999752044678, '42265613853.png': 0.19519999623298645}]	[{'11715827024.png': 0.27390000224113464, '90737209356.png': 0.27230000495910645, '35386941627.png': 0.23469999432563782, '93742736527.png': 0.23309999704360962, '42265613853.png': 0.19939999282360077}]	[{'93742736527.png': 0.2387000024318695, '35386941627.png': 0.2152000069618225, '11715827024.png': 0.20669999718666077, '90737209356.png': 0.20479999482631683, '42265613853.png': 0.18719999492168427}, {'11715827024.png': 0.25859999656677246, '90737209356.png': 0.24860000610351562, '93742736527.png': 0.2379000037908554, '35386941627.png': 0.21080000698566437, '42265613853.png': 0.18330000340938568}]
Chinese	贵族血统	贵族血统	{'70317057163.png': np.float32(0.2294383), '62817166096.png': np.float32(0.20941699), '33692363996.png': np.float32(0.20267855), '52941324175.png': np.float32(0.20049122), '84298469539.png': np.float32(0.18427818)}	{'62817166096.png': np.float32(0.6822078), '84298469539.png': np.float32(0.66264385), '52941324175.png': np.float32(0.63011795), '70317057163.png': np.float32(0.62097406), '33692363996.png': np.float32(0.6036236)}	{'70317057163.png': {'33692363996.png': 0.5415975451469421, '62817166096.png': 0.7044602036476135, '52941324175.png': 0.6288151144981384, '84298469539.png': 0.6090233325958252}, '33692363996.png': {'70317057163.png': 0.5415975451469421, '62817166096.png': 0.6337764859199524, '52941324175.png': 0.5380430221557617, '84298469539.png': 0.7010775804519653}, '62817166096.png': {'70317057163.png': 0.7044602036476135, '33692363996.png': 0.6337764859199524, '52941324175.png': 0.7018668055534363, '84298469539.png': 0.6887277364730835}, '52941324175.png': {'70317057163.png': 0.6288151144981384, '33692363996.png': 0.5380430221557617, '62817166096.png': 0.7018668055534363, '84298469539.png': 0.6517467498779297}, '84298469539.png': {'70317057163.png': 0.6090233325958252, '33692363996.png': 0.7010775804519653, '62817166096.png': 0.6887277364730835, '52941324175.png': 0.6517467498779297}}	[{'70317057163.png': 0.22609999775886536, '62817166096.png': 0.2093999981880188, '52941324175.png': 0.19509999454021454, '33692363996.png': 0.1940000057220459, '84298469539.png': 0.17990000545978546}]	[]	[{'84298469539.png': 0.25619998574256897, '33692363996.png': 0.2451999932527542, '62817166096.png': 0.22709999978542328, '70317057163.png': 0.22579999268054962, '52941324175.png': 0.2160000056028366}]	[{'84298469539.png': 0.28049999475479126, '33692363996.png': 0.26330000162124634, '70317057163.png': 0.22660000622272491, '52941324175.png': 0.22390000522136688, '62817166096.png': 0.22169999778270721}, {'84298469539.png': 0.24250000715255737, '33692363996.png': 0.22360000014305115, '62817166096.png': 0.22339999675750732, '52941324175.png': 0.22259999811649323, '70317057163.png': 0.21400000154972076}]
Chinese	动弹不得	动弹不得	{'38796196731.png': np.float32(0.20831643), '48615004872.png': np.float32(0.20621698), '77230121864.png': np.float32(0.20318326), '59174138594.png': np.float32(0.19783862), '13264818678.png': np.float32(0.18030894)}	{'59174138594.png': np.float32(0.6076251), '48615004872.png': np.float32(0.5899562), '38796196731.png': np.float32(0.573832), '77230121864.png': np.float32(0.5651736), '13264818678.png': np.float32(0.5009705)}	{'77230121864.png': {'59174138594.png': 0.625433087348938, '48615004872.png': 0.5684088468551636, '38796196731.png': 0.6034976243972778, '13264818678.png': 0.4633549749851227}, '59174138594.png': {'77230121864.png': 0.625433087348938, '48615004872.png': 0.6077293157577515, '38796196731.png': 0.6475259065628052, '13264818678.png': 0.5498120784759521}, '48615004872.png': {'77230121864.png': 0.5684088468551636, '59174138594.png': 0.6077293157577515, '38796196731.png': 0.6186380982398987, '13264818678.png': 0.5650486946105957}, '38796196731.png': {'77230121864.png': 0.6034976243972778, '59174138594.png': 0.6475259065628052, '48615004872.png': 0.6186380982398987, '13264818678.png': 0.42566630244255066}, '13264818678.png': {'77230121864.png': 0.4633549749851227, '59174138594.png': 0.5498120784759521, '48615004872.png': 0.5650486946105957, '38796196731.png': 0.42566630244255066}}	[{'48615004872.png': 0.21459999680519104, '38796196731.png': 0.2004999965429306, '77230121864.png': 0.19169999659061432, '13264818678.png': 0.18289999663829803, '59174138594.png': 0.181099995970726}, {'38796196731.png': 0.20960000157356262, '48615004872.png': 0.20319999754428864, '59174138594.png': 0.19850000739097595, '77230121864.png': 0.1923000067472458, '13264818678.png': 0.18479999899864197}]	[{'38796196731.png': 0.2037999927997589, '48615004872.png': 0.2037000060081482, '77230121864.png': 0.20360000431537628, '59174138594.png': 0.18639999628067017, '13264818678.png': 0.1800999939441681}]	[{'38796196731.png': 0.21369999647140503, '48615004872.png': 0.210999995470047, '77230121864.png': 0.20960000157356262, '13264818678.png': 0.1800999939441681, '59174138594.png': 0.17669999599456787}]	[{'48615004872.png': 0.2248000055551529, '77230121864.png': 0.2222999930381775, '38796196731.png': 0.18330000340938568, '13264818678.png': 0.17409999668598175, '59174138594.png': 0.1657000035047531}, {'38796196731.png': 0.2542000114917755, '77230121864.png': 0.20600000023841858, '48615004872.png': 0.2045000046491623, '59174138594.png': 0.1973000019788742, '13264818678.png': 0.1858000010251999}]
Chinese	难于登天	难于登天	{'75065900579.png': np.float32(0.23381956), '64821226429.png': np.float32(0.22237493), '53685009851.png': np.float32(0.21797778), '18227071789.png': np.float32(0.21653008), '97259135133.png': np.float32(0.20900509)}	{'18227071789.png': np.float32(0.71732557), '75065900579.png': np.float32(0.70616347), '64821226429.png': np.float32(0.68193036), '53685009851.png': np.float32(0.6706457), '97259135133.png': np.float32(0.66981804)}	{'18227071789.png': {'64821226429.png': 0.7789959907531738, '53685009851.png': 0.7061777114868164, '75065900579.png': 0.7136448621749878, '97259135133.png': 0.6704834699630737}, '64821226429.png': {'18227071789.png': 0.7789959907531738, '53685009851.png': 0.6342200636863708, '75065900579.png': 0.6697356104850769, '97259135133.png': 0.6447696089744568}, '53685009851.png': {'18227071789.png': 0.7061777114868164, '64821226429.png': 0.6342200636863708, '75065900579.png': 0.7097195386886597, '97259135133.png': 0.6324653029441833}, '75065900579.png': {'18227071789.png': 0.7136448621749878, '64821226429.png': 0.6697356104850769, '53685009851.png': 0.7097195386886597, '97259135133.png': 0.7315537929534912}, '97259135133.png': {'18227071789.png': 0.6704834699630737, '64821226429.png': 0.6447696089744568, '53685009851.png': 0.6324653029441833, '75065900579.png': 0.7315537929534912}}	[]	[]	[{'18227071789.png': 0.2240999937057495, '64821226429.png': 0.22089999914169312, '97259135133.png': 0.1889999955892563, '53685009851.png': 0.18629999458789825, '75065900579.png': 0.17249999940395355}]	[{'97259135133.png': 0.22179999947547913, '64821226429.png': 0.22050000727176666, '18227071789.png': 0.21089999377727509, '75065900579.png': 0.1932000070810318, '53685009851.png': 0.18410000205039978}]
