language	compound	folder	nc sim	avg img sim	img sim matrix	lit ct sim	idm ct sim	cp sim
Chinese	孔雀东南飞	孔雀东南飞	{'97332761221.png': 0.29961884, '96790065579.png': 0.26924253, '20109023758.png': 0.18742752, '93151689566.png': 0.14001709, '82595475312.png': 0.13307105}	{'93151689566.png': 0.58009845, '96790065579.png': 0.5767036, '82595475312.png': 0.5347744, '20109023758.png': 0.5324968, '97332761221.png': 0.5039178}	{'82595475312.png': {'96790065579.png': 0.5419861674308777, '93151689566.png': 0.6790701746940613, '20109023758.png': 0.5318154096603394, '97332761221.png': 0.3862259089946747}, '96790065579.png': {'82595475312.png': 0.5419861674308777, '93151689566.png': 0.5622846484184265, '20109023758.png': 0.48202845454216003, '97332761221.png': 0.7205151915550232}, '93151689566.png': {'82595475312.png': 0.6790701746940613, '96790065579.png': 0.5622846484184265, '20109023758.png': 0.6431260108947754, '97332761221.png': 0.43591296672821045}, '20109023758.png': {'82595475312.png': 0.5318154096603394, '96790065579.png': 0.48202845454216003, '93151689566.png': 0.6431260108947754, '97332761221.png': 0.47301721572875977}, '97332761221.png': {'82595475312.png': 0.3862259089946747, '96790065579.png': 0.7205151915550232, '93151689566.png': 0.43591296672821045, '20109023758.png': 0.47301721572875977}}	[{'97332761221.png': 0.24740000069141388, '96790065579.png': 0.22630000114440918, '20109023758.png': 0.13899999856948853, '93151689566.png': 0.12200000137090683, '82595475312.png': 0.09830000251531601}, {'97332761221.png': 0.29260000586509705, '96790065579.png': 0.2370000034570694, '20109023758.png': 0.14949999749660492, '93151689566.png': 0.12020000070333481, '82595475312.png': 0.11969999969005585}]	[{'20109023758.png': 0.27320000529289246, '97332761221.png': 0.2468000054359436, '93151689566.png': 0.19619999825954437, '96790065579.png': 0.1873999983072281, '82595475312.png': 0.1421000063419342}, {'97332761221.png': 0.2264000028371811, '20109023758.png': 0.2232999950647354, '96790065579.png': 0.17479999363422394, '93151689566.png': 0.1468999981880188, '82595475312.png': 0.13019999861717224}]	{'96790065579.png': [0.18561773, 0.21408094, 0.21181218, 0.1867037, 0.16887027], '93151689566.png': [0.18352573, 0.15810297, 0.17058499, 0.16581927, 0.15280911], '97332761221.png': [0.18289028, 0.21016005, 0.2047698, 0.18960626, 0.24154396], '82595475312.png': [0.16975717, 0.14343797, 0.17118648, 0.1547931, 0.14442296], '20109023758.png': [0.1568425, 0.16954374, 0.15927958, 0.171576, 0.21410942]}
Chinese	连锁反应	连锁反应	{'80580433141.png': 0.26229793, '90032769615.png': 0.22953314, '84645431254.png': 0.1988262, '76178228177.png': 0.17032057, '17059948854.png': 0.1608257}	{'80580433141.png': 0.59416306, '84645431254.png': 0.5884937, '17059948854.png': 0.5736416, '90032769615.png': 0.5608516, '76178228177.png': 0.49284834}	{'90032769615.png': {'76178228177.png': 0.4987742602825165, '84645431254.png': 0.5554490685462952, '80580433141.png': 0.5992907285690308, '17059948854.png': 0.5898923873901367}, '76178228177.png': {'90032769615.png': 0.4987742602825165, '84645431254.png': 0.4872114658355713, '80580433141.png': 0.5136181116104126, '17059948854.png': 0.47178953886032104}, '84645431254.png': {'90032769615.png': 0.5554490685462952, '76178228177.png': 0.4872114658355713, '80580433141.png': 0.6710867881774902, '17059948854.png': 0.6402276754379272}, '80580433141.png': {'90032769615.png': 0.5992907285690308, '76178228177.png': 0.5136181116104126, '84645431254.png': 0.6710867881774902, '17059948854.png': 0.592656672000885}, '17059948854.png': {'90032769615.png': 0.5898923873901367, '76178228177.png': 0.47178953886032104, '84645431254.png': 0.6402276754379272, '80580433141.png': 0.592656672000885}}	[{'80580433141.png': 0.24560000002384186, '90032769615.png': 0.2231999933719635, '84645431254.png': 0.20389999449253082, '76178228177.png': 0.18469999730587006, '17059948854.png': 0.18070000410079956}, {'80580433141.png': 0.23690000176429749, '84645431254.png': 0.22910000383853912, '90032769615.png': 0.1956000030040741, '76178228177.png': 0.16699999570846558, '17059948854.png': 0.16200000047683716}]	[{'80580433141.png': 0.22779999673366547, '84645431254.png': 0.19189999997615814, '90032769615.png': 0.18610000610351562, '17059948854.png': 0.1574999988079071, '76178228177.png': 0.13510000705718994}, {'90032769615.png': 0.21199999749660492, '80580433141.png': 0.19830000400543213, '84645431254.png': 0.17790000140666962, '17059948854.png': 0.1673000007867813, '76178228177.png': 0.15000000596046448}]	{'90032769615.png': [0.21971855, 0.18156767, 0.21841621, 0.21280119], '80580433141.png': [0.20725812, 0.21706855, 0.21013181, 0.18413416], '76178228177.png': [0.19284606, 0.22898293, 0.19376245, 0.18814504], '17059948854.png': [0.18056378, 0.18497351, 0.20167828, 0.19237106], '84645431254.png': [0.17946577, 0.187152, 0.19924964, 0.20646201]}
Chinese	一马当先	一马当先	{'12043968900.png': 0.25376117, '56893993199.png': 0.19077815, '86706855496.png': 0.184068, '17958411938.png': 0.17377666, '62795327751.png': 0.17229551}	{'56893993199.png': 0.6653284, '86706855496.png': 0.66033536, '62795327751.png': 0.65745795, '17958411938.png': 0.6212676, '12043968900.png': 0.549593}	{'17958411938.png': {'86706855496.png': 0.6257379651069641, '62795327751.png': 0.6518715620040894, '56893993199.png': 0.6268332004547119, '12043968900.png': 0.5806277394294739}, '86706855496.png': {'17958411938.png': 0.6257379651069641, '62795327751.png': 0.7140017747879028, '56893993199.png': 0.7726640105247498, '12043968900.png': 0.528937578201294}, '62795327751.png': {'17958411938.png': 0.6518715620040894, '86706855496.png': 0.7140017747879028, '56893993199.png': 0.7184840440750122, '12043968900.png': 0.5454745292663574}, '56893993199.png': {'17958411938.png': 0.6268332004547119, '86706855496.png': 0.7726640105247498, '62795327751.png': 0.7184840440750122, '12043968900.png': 0.5433322191238403}, '12043968900.png': {'17958411938.png': 0.5806277394294739, '86706855496.png': 0.528937578201294, '62795327751.png': 0.5454745292663574, '56893993199.png': 0.5433322191238403}}	[]	[{'56893993199.png': 0.1031000018119812, '86706855496.png': 0.09529999643564224, '12043968900.png': 0.08919999748468399, '62795327751.png': 0.0617000013589859, '17958411938.png': 0.04610000178217888}, {'12043968900.png': 0.14499999582767487, '56893993199.png': 0.12160000205039978, '86706855496.png': 0.10040000081062317, '62795327751.png': 0.07540000230073929, '17958411938.png': 0.06440000236034393}]	{'12043968900.png': [0.19798037, 0.21081996, 0.19251162, 0.19453552], '86706855496.png': [0.18038699, 0.13788047, 0.17989807, 0.18018955], '56893993199.png': [0.17942162, 0.1434747, 0.17908776, 0.1765223], '62795327751.png': [0.17443237, 0.1348681, 0.1834409, 0.17856269], '17958411938.png': [0.17066878, 0.12762427, 0.18448092, 0.16261117]}
Chinese	天书	天书	{'33923226725.png': 0.25190282, '47408616588.png': 0.25151914, '82247342710.png': 0.2482805, '74711776790.png': 0.22952744, '84037971043.png': 0.17983049}	{'47408616588.png': 0.68995684, '33923226725.png': 0.6867004, '74711776790.png': 0.6281899, '82247342710.png': 0.6270023, '84037971043.png': 0.5614984}	{'47408616588.png': {'33923226725.png': 0.7653053402900696, '82247342710.png': 0.7438482046127319, '84037971043.png': 0.5912109613418579, '74711776790.png': 0.6594627499580383}, '33923226725.png': {'47408616588.png': 0.7653053402900696, '82247342710.png': 0.6684046983718872, '84037971043.png': 0.569724440574646, '74711776790.png': 0.7433668971061707}, '82247342710.png': {'47408616588.png': 0.7438482046127319, '33923226725.png': 0.6684046983718872, '84037971043.png': 0.5354422330856323, '74711776790.png': 0.5603140592575073}, '84037971043.png': {'47408616588.png': 0.5912109613418579, '33923226725.png': 0.569724440574646, '82247342710.png': 0.5354422330856323, '74711776790.png': 0.5496160387992859}, '74711776790.png': {'47408616588.png': 0.6594627499580383, '33923226725.png': 0.7433668971061707, '82247342710.png': 0.5603140592575073, '84037971043.png': 0.5496160387992859}}	[{'33923226725.png': 0.18369999527931213, '82247342710.png': 0.17489999532699585, '47408616588.png': 0.15690000355243683, '84037971043.png': 0.13420000672340393, '74711776790.png': 0.13189999759197235}]	[{'82247342710.png': 0.18629999458789825, '33923226725.png': 0.164000004529953, '47408616588.png': 0.15029999613761902, '84037971043.png': 0.11500000208616257, '74711776790.png': 0.10970000177621841}, {'82247342710.png': 0.18160000443458557, '47408616588.png': 0.17739999294281006, '33923226725.png': 0.15309999883174896, '84037971043.png': 0.12860000133514404, '74711776790.png': 0.1266999989748001}, {'82247342710.png': 0.21330000460147858, '33923226725.png': 0.1956000030040741, '84037971043.png': 0.19429999589920044, '74711776790.png': 0.1873999983072281, '47408616588.png': 0.17309999465942383}]	{'33923226725.png': [0.21935384, 0.23930669], '84037971043.png': [0.21260941, 0.15704492], '47408616588.png': [0.20296738, 0.24051078], '82247342710.png': [0.1939363, 0.23050454], '74711776790.png': [0.18541023, 0.19536558]}
Chinese	高屋建瓴	高屋建瓴	{'76781677360.png': 0.29639488, '83140648741.png': 0.26224872, '89253002720.png': 0.23084493, '46260760960.png': 0.2083243, '34090365312.png': 0.17588905}	{'89253002720.png': 0.5957957, '83140648741.png': 0.5873804, '46260760960.png': 0.567959, '34090365312.png': 0.5609969, '76781677360.png': 0.5299728}	{'83140648741.png': {'46260760960.png': 0.5642850399017334, '34090365312.png': 0.5915087461471558, '76781677360.png': 0.5219118595123291, '89253002720.png': 0.6718159317970276}, '46260760960.png': {'83140648741.png': 0.5642850399017334, '34090365312.png': 0.6140426397323608, '76781677360.png': 0.5453566908836365, '89253002720.png': 0.5481517314910889}, '34090365312.png': {'83140648741.png': 0.5915087461471558, '46260760960.png': 0.6140426397323608, '76781677360.png': 0.46392175555229187, '89253002720.png': 0.5745143890380859}, '76781677360.png': {'83140648741.png': 0.5219118595123291, '46260760960.png': 0.5453566908836365, '34090365312.png': 0.46392175555229187, '89253002720.png': 0.5887007713317871}, '89253002720.png': {'83140648741.png': 0.6718159317970276, '46260760960.png': 0.5481517314910889, '34090365312.png': 0.5745143890380859, '76781677360.png': 0.5887007713317871}}	[]	[{'89253002720.png': 0.2578999996185303, '83140648741.png': 0.24959999322891235, '76781677360.png': 0.22679999470710754, '46260760960.png': 0.21850000321865082, '34090365312.png': 0.21379999816417694}, {'89253002720.png': 0.2151000052690506, '83140648741.png': 0.2061000019311905, '46260760960.png': 0.19859999418258667, '34090365312.png': 0.19179999828338623, '76781677360.png': 0.18150000274181366}]	{'83140648741.png': [0.24116161, 0.19970149, 0.2598015, 0.20694968], '89253002720.png': [0.2295548, 0.19418886, 0.20024872, 0.21060643], '76781677360.png': [0.21941702, 0.20997399, 0.22936934, 0.21886902], '46260760960.png': [0.1804376, 0.19245449, 0.20518465, 0.18762606], '34090365312.png': [0.17702386, 0.17791305, 0.18782872, 0.2104425]}
Chinese	唱反调	唱反调	{'65271340779.png': 0.2409103, '50030842230.png': 0.23392648, '44855922733.png': 0.23027836, '46506753952.png': 0.19462696, '92220317928.png': 0.16662176}	{'44855922733.png': 0.68931246, '50030842230.png': 0.6390456, '65271340779.png': 0.61364704, '92220317928.png': 0.5984001, '46506753952.png': 0.5419935}	{'44855922733.png': {'92220317928.png': 0.674872100353241, '50030842230.png': 0.746241569519043, '46506753952.png': 0.6232452988624573, '65271340779.png': 0.7128907442092896}, '92220317928.png': {'44855922733.png': 0.674872100353241, '50030842230.png': 0.6884410977363586, '46506753952.png': 0.46785420179367065, '65271340779.png': 0.5624330043792725}, '50030842230.png': {'44855922733.png': 0.746241569519043, '92220317928.png': 0.6884410977363586, '46506753952.png': 0.5095549821853638, '65271340779.png': 0.6119449138641357}, '46506753952.png': {'44855922733.png': 0.6232452988624573, '92220317928.png': 0.46785420179367065, '50030842230.png': 0.5095549821853638, '65271340779.png': 0.5673195719718933}, '65271340779.png': {'44855922733.png': 0.7128907442092896, '92220317928.png': 0.5624330043792725, '50030842230.png': 0.6119449138641357, '46506753952.png': 0.5673195719718933}}	[{'46506753952.png': 0.20090000331401825, '44855922733.png': 0.19820000231266022, '65271340779.png': 0.19679999351501465, '50030842230.png': 0.1695999950170517, '92220317928.png': 0.1316000074148178}]	[{'92220317928.png': 0.12039999663829803, '65271340779.png': 0.11739999800920486, '50030842230.png': 0.11580000072717667, '44855922733.png': 0.10199999809265137, '46506753952.png': 0.093299999833107}, {'44855922733.png': 0.2387000024318695, '46506753952.png': 0.21480000019073486, '65271340779.png': 0.21050000190734863, '50030842230.png': 0.1662999987602234, '92220317928.png': 0.12489999830722809}, {'65271340779.png': 0.14710000157356262, '46506753952.png': 0.14390000700950623, '50030842230.png': 0.14319999516010284, '44855922733.png': 0.14100000262260437, '92220317928.png': 0.12189999967813492}]	{'65271340779.png': [0.24494752, 0.21555981, 0.2514236], '44855922733.png': [0.240319, 0.19615422, 0.23177798], '50030842230.png': [0.20844382, 0.20843303, 0.20153235], '46506753952.png': [0.18273708, 0.17972048, 0.21811531], '92220317928.png': [0.15443563, 0.18730842, 0.19377124]}
Chinese	给脸色看	给脸色看	{'58752327278.png': 0.26091987, '58933960137.png': 0.24587846, '64013390253.png': 0.20395505, '33918707897.png': 0.19713874, '32539256395.png': 0.18311751}	{'33918707897.png': 0.68022287, '58933960137.png': 0.6499057, '32539256395.png': 0.64495695, '58752327278.png': 0.60938567, '64013390253.png': 0.5887595}	{'58933960137.png': {'64013390253.png': 0.5469323992729187, '58752327278.png': 0.7616434097290039, '33918707897.png': 0.6756386160850525, '32539256395.png': 0.6154082417488098}, '64013390253.png': {'58933960137.png': 0.5469323992729187, '58752327278.png': 0.5237024426460266, '33918707897.png': 0.6653420925140381, '32539256395.png': 0.6190609931945801}, '58752327278.png': {'58933960137.png': 0.7616434097290039, '64013390253.png': 0.5237024426460266, '33918707897.png': 0.5933744311332703, '32539256395.png': 0.5588223934173584}, '33918707897.png': {'58933960137.png': 0.6756386160850525, '64013390253.png': 0.6653420925140381, '58752327278.png': 0.5933744311332703, '32539256395.png': 0.7865361571311951}, '32539256395.png': {'58933960137.png': 0.6154082417488098, '64013390253.png': 0.6190609931945801, '58752327278.png': 0.5588223934173584, '33918707897.png': 0.7865361571311951}}	[{'58752327278.png': 0.2215999960899353, '58933960137.png': 0.20010000467300415, '64013390253.png': 0.19249999523162842, '32539256395.png': 0.1915999948978424, '33918707897.png': 0.1680999994277954}]	[{'64013390253.png': 0.21320000290870667, '58752327278.png': 0.21310000121593475, '33918707897.png': 0.2126999944448471, '58933960137.png': 0.20090000331401825, '32539256395.png': 0.18199999630451202}, {'58752327278.png': 0.21080000698566437, '58933960137.png': 0.1981000006198883, '33918707897.png': 0.18219999969005585, '64013390253.png': 0.17870000004768372, '32539256395.png': 0.15770000219345093}, {'58933960137.png': 0.23980000615119934, '58752327278.png': 0.22179999947547913, '32539256395.png': 0.20559999346733093, '33918707897.png': 0.19009999930858612, '64013390253.png': 0.17589999735355377}]	{'64013390253.png': [0.1946277, 0.20715982, 0.17665207, 0.19009602], '58752327278.png': [0.19289663, 0.24572742, 0.19928381, 0.1946426], '33918707897.png': [0.18098488, 0.2055999, 0.16898766, 0.19251995], '58933960137.png': [0.17928442, 0.24385831, 0.2012322, 0.19292845], '32539256395.png': [0.17734668, 0.19312942, 0.1584309, 0.20853627]}
Chinese	害群之马	害群之马-2	{'88916211400.png': 0.26500762, '78207319010.png': 0.26262683, '58497341003.png': 0.2568131, '58400702742.png': 0.20795077, '98618599642.png': 0.16583547}	{'58497341003.png': 0.6673471, '78207319010.png': 0.6166891, '88916211400.png': 0.5941402, '58400702742.png': 0.49875185, '98618599642.png': 0.49767998}	{'98618599642.png': {'58497341003.png': 0.5205087065696716, '58400702742.png': 0.5835015177726746, '88916211400.png': 0.3800883889198303, '78207319010.png': 0.506621241569519}, '58497341003.png': {'98618599642.png': 0.5205087065696716, '58400702742.png': 0.5133374333381653, '88916211400.png': 0.8426249027252197, '78207319010.png': 0.7929173111915588}, '58400702742.png': {'98618599642.png': 0.5835015177726746, '58497341003.png': 0.5133374333381653, '88916211400.png': 0.44239911437034607, '78207319010.png': 0.45576927065849304}, '88916211400.png': {'98618599642.png': 0.3800883889198303, '58497341003.png': 0.8426249027252197, '58400702742.png': 0.44239911437034607, '78207319010.png': 0.7114483714103699}, '78207319010.png': {'98618599642.png': 0.506621241569519, '58497341003.png': 0.7929173111915588, '58400702742.png': 0.45576927065849304, '88916211400.png': 0.7114483714103699}}	[]	[]	{'58400702742.png': [0.23779306, 0.18548974, 0.22062783, 0.13008344], '78207319010.png': [0.21714774, 0.24102195, 0.20740591, 0.21958762], '88916211400.png': [0.2107785, 0.23573312, 0.20948017, 0.24454457], '58497341003.png': [0.20713127, 0.22199929, 0.20588152, 0.2599296], '98618599642.png': [0.19657463, 0.17352346, 0.17467368, 0.14100547]}
Chinese	秘密行动	秘密行动	{'11188711532.png': 0.25431168, '98351288710.png': 0.20887394, '43253634012.png': 0.18931273, '95188225048.png': 0.18082231, '83397031833.png': 0.17210802}	{'83397031833.png': 0.6095649, '95188225048.png': 0.5880077, '98351288710.png': 0.5703053, '43253634012.png': 0.55142206, '11188711532.png': 0.48504385}	{'43253634012.png': {'98351288710.png': 0.6169608235359192, '95188225048.png': 0.5505552887916565, '83397031833.png': 0.6133304834365845, '11188711532.png': 0.4248417317867279}, '98351288710.png': {'43253634012.png': 0.6169608235359192, '95188225048.png': 0.5618526339530945, '83397031833.png': 0.682662308216095, '11188711532.png': 0.4197455048561096}, '95188225048.png': {'43253634012.png': 0.5505552887916565, '98351288710.png': 0.5618526339530945, '83397031833.png': 0.643150806427002, '11188711532.png': 0.5964721441268921}, '83397031833.png': {'43253634012.png': 0.6133304834365845, '98351288710.png': 0.682662308216095, '95188225048.png': 0.643150806427002, '11188711532.png': 0.49911606311798096}, '11188711532.png': {'43253634012.png': 0.4248417317867279, '98351288710.png': 0.4197455048561096, '95188225048.png': 0.5964721441268921, '83397031833.png': 0.49911606311798096}}	[{'98351288710.png': 0.18970000743865967, '11188711532.png': 0.18320000171661377, '83397031833.png': 0.17339999973773956, '43253634012.png': 0.17229999601840973, '95188225048.png': 0.16859999299049377}, {'83397031833.png': 0.1559000015258789, '43253634012.png': 0.14810000360012054, '11188711532.png': 0.1467999964952469, '98351288710.png': 0.14650000631809235, '95188225048.png': 0.13940000534057617}, {'11188711532.png': 0.24650000035762787, '98351288710.png': 0.17679999768733978, '43253634012.png': 0.15960000455379486, '83397031833.png': 0.1565999984741211, '95188225048.png': 0.14810000360012054}, {'11188711532.png': 0.22460000216960907, '98351288710.png': 0.1906999945640564, '43253634012.png': 0.19050000607967377, '83397031833.png': 0.18930000066757202, '95188225048.png': 0.16519999504089355}]	[]	{'98351288710.png': [0.22045226, 0.19888811, 0.21478124, 0.20832227], '43253634012.png': [0.20662583, 0.18212767, 0.17595987, 0.19032744], '11188711532.png': [0.19909666, 0.19660065, 0.17223027, 0.17399713], '83397031833.png': [0.17250921, 0.17343757, 0.22374831, 0.18807198], '95188225048.png': [0.1704828, 0.15496227, 0.18791741, 0.18820003]}
Chinese	脑筋急转弯	脑筋急转弯	{'93742736527.png': 0.25854838, '90737209356.png': 0.24396281, '11715827024.png': 0.22322448, '35386941627.png': 0.17309472, '42265613853.png': 0.15491672}	{'11715827024.png': 0.678634, '90737209356.png': 0.6431515, '42265613853.png': 0.61862653, '93742736527.png': 0.58970565, '35386941627.png': 0.5329355}	{'90737209356.png': {'11715827024.png': 0.8197875022888184, '35386941627.png': 0.5299673676490784, '42265613853.png': 0.62362140417099, '93742736527.png': 0.5992299318313599}, '11715827024.png': {'90737209356.png': 0.8197875022888184, '35386941627.png': 0.5481213927268982, '42265613853.png': 0.6942698955535889, '93742736527.png': 0.6523571610450745}, '35386941627.png': {'90737209356.png': 0.5299673676490784, '11715827024.png': 0.5481213927268982, '42265613853.png': 0.5515162944793701, '93742736527.png': 0.5021368861198425}, '42265613853.png': {'90737209356.png': 0.62362140417099, '11715827024.png': 0.6942698955535889, '35386941627.png': 0.5515162944793701, '93742736527.png': 0.6050985455513}, '93742736527.png': {'90737209356.png': 0.5992299318313599, '11715827024.png': 0.6523571610450745, '35386941627.png': 0.5021368861198425, '42265613853.png': 0.6050985455513}}	[]	[{'35386941627.png': 0.18639999628067017, '93742736527.png': 0.1858000010251999, '90737209356.png': 0.16269999742507935, '42265613853.png': 0.15889999270439148, '11715827024.png': 0.1445000022649765}, {'90737209356.png': 0.2345999926328659, '93742736527.png': 0.22040000557899475, '11715827024.png': 0.20080000162124634, '35386941627.png': 0.1647000014781952, '42265613853.png': 0.14219999313354492}, {'93742736527.png': 0.22020000219345093, '90737209356.png': 0.21170000731945038, '11715827024.png': 0.15929999947547913, '35386941627.png': 0.1371999979019165, '42265613853.png': 0.12600000202655792}, {'93742736527.png': 0.18529999256134033, '90737209356.png': 0.1624000072479248, '35386941627.png': 0.14000000059604645, '42265613853.png': 0.1340000033378601, '11715827024.png': 0.13030000030994415}]	{'90737209356.png': [0.26610285, 0.16055067, 0.16957082, 0.20295669, 0.17313379], '11715827024.png': [0.2568871, 0.17951891, 0.18400761, 0.16984583, 0.13328028], '35386941627.png': [0.1839008, 0.18453081, 0.17663954, 0.1986254, 0.17753156], '42265613853.png': [0.1803219, 0.2002218, 0.19225612, 0.19744152, 0.16137186], '93742736527.png': [0.1732584, 0.1431207, 0.18359882, 0.19109307, 0.17367196]}
Chinese	贵族血统	贵族血统	{'84298469539.png': 0.250265, '33692363996.png': 0.2181625, '62817166096.png': 0.20841977, '70317057163.png': 0.1760316, '52941324175.png': 0.17223983}	{'33692363996.png': 0.650383, '62817166096.png': 0.6292218, '70317057163.png': 0.6140833, '52941324175.png': 0.5684269, '84298469539.png': 0.5481588}	{'70317057163.png': {'33692363996.png': 0.6820473670959473, '62817166096.png': 0.7276711463928223, '52941324175.png': 0.5720523595809937, '84298469539.png': 0.47456228733062744}, '33692363996.png': {'70317057163.png': 0.6820473670959473, '62817166096.png': 0.6244338750839233, '52941324175.png': 0.6462677121162415, '84298469539.png': 0.6487830877304077}, '62817166096.png': {'70317057163.png': 0.7276711463928223, '33692363996.png': 0.6244338750839233, '52941324175.png': 0.5754399299621582, '84298469539.png': 0.5893423557281494}, '52941324175.png': {'70317057163.png': 0.5720523595809937, '33692363996.png': 0.6462677121162415, '62817166096.png': 0.5754399299621582, '84298469539.png': 0.47994759678840637}, '84298469539.png': {'70317057163.png': 0.47456228733062744, '33692363996.png': 0.6487830877304077, '62817166096.png': 0.5893423557281494, '52941324175.png': 0.47994759678840637}}	[{'84298469539.png': 0.1923000067472458, '33692363996.png': 0.18389999866485596, '62817166096.png': 0.16529999673366547, '70317057163.png': 0.13570000231266022, '52941324175.png': 0.1289999932050705}, {'33692363996.png': 0.20720000565052032, '62817166096.png': 0.20659999549388885, '84298469539.png': 0.19300000369548798, '52941324175.png': 0.19059999287128448, '70317057163.png': 0.1850000023841858}]	[{'84298469539.png': 0.19059999287128448, '62817166096.png': 0.15399999916553497, '33692363996.png': 0.15119999647140503, '52941324175.png': 0.14110000431537628, '70317057163.png': 0.11060000211000443}, {'84298469539.png': 0.2289000004529953, '33692363996.png': 0.21950000524520874, '62817166096.png': 0.16910000145435333, '52941324175.png': 0.1673000007867813, '70317057163.png': 0.13650000095367432}]	{'84298469539.png': [0.21503852, 0.24434902, 0.16541614, 0.20550865], '33692363996.png': [0.20144266, 0.18241663, 0.17651455, 0.19059712], '62817166096.png': [0.19674994, 0.27425998, 0.18667904, 0.20328414], '52941324175.png': [0.17997989, 0.14455764, 0.16287097, 0.19368589], '70317057163.png': [0.16835815, 0.22243612, 0.16906708, 0.19958456]}
Chinese	动弹不得	动弹不得	{'38796196731.png': 0.2382387, '48615004872.png': 0.22003835, '13264818678.png': 0.2130679, '59174138594.png': 0.18503422, '77230121864.png': 0.18067141}	{'59174138594.png': 0.52233666, '77230121864.png': 0.5145554, '48615004872.png': 0.5044672, '13264818678.png': 0.48320085, '38796196731.png': 0.47814852}	{'77230121864.png': {'59174138594.png': 0.6329357028007507, '48615004872.png': 0.4973777234554291, '38796196731.png': 0.4711998701095581, '13264818678.png': 0.4567083418369293}, '59174138594.png': {'77230121864.png': 0.6329357028007507, '48615004872.png': 0.4815441370010376, '38796196731.png': 0.49427714943885803, '13264818678.png': 0.48058968782424927}, '48615004872.png': {'77230121864.png': 0.4973777234554291, '59174138594.png': 0.4815441370010376, '38796196731.png': 0.4952792823314667, '13264818678.png': 0.5436675548553467}, '38796196731.png': {'77230121864.png': 0.4711998701095581, '59174138594.png': 0.49427714943885803, '48615004872.png': 0.4952792823314667, '13264818678.png': 0.45183780789375305}, '13264818678.png': {'77230121864.png': 0.4567083418369293, '59174138594.png': 0.48058968782424927, '48615004872.png': 0.5436675548553467, '38796196731.png': 0.45183780789375305}}	[{'77230121864.png': 0.18809999525547028, '48615004872.png': 0.1768999993801117, '38796196731.png': 0.17329999804496765, '13264818678.png': 0.16459999978542328, '59174138594.png': 0.1615999937057495}, {'38796196731.png': 0.20000000298023224, '13264818678.png': 0.18160000443458557, '59174138594.png': 0.15950000286102295, '48615004872.png': 0.15410000085830688, '77230121864.png': 0.11739999800920486}]	[{'38796196731.png': 0.18459999561309814, '48615004872.png': 0.16339999437332153, '13264818678.png': 0.15950000286102295, '77230121864.png': 0.15549999475479126, '59174138594.png': 0.1152999997138977}, {'48615004872.png': 0.25189998745918274, '38796196731.png': 0.17810000479221344, '13264818678.png': 0.17659999430179596, '59174138594.png': 0.15039999783039093, '77230121864.png': 0.13619999587535858}]	{'77230121864.png': [0.22925276, 0.2138525, 0.19201496, 0.19575743], '59174138594.png': [0.20374373, 0.21154612, 0.16518393, 0.18732186], '13264818678.png': [0.18923956, 0.17538677, 0.19324589, 0.19110519], '38796196731.png': [0.1873376, 0.21732621, 0.20206796, 0.22457787], '48615004872.png': [0.17681275, 0.19849154, 0.20438632, 0.19738638]}
Chinese	难于登天	难于登天	{'18227071789.png': 0.2697354, '64821226429.png': 0.2526725, '53685009851.png': 0.20734352, '97259135133.png': 0.17261384, '75065900579.png': 0.15562093}	{'53685009851.png': 0.6232583, '75065900579.png': 0.6182345, '18227071789.png': 0.61569834, '97259135133.png': 0.5978384, '64821226429.png': 0.5912452}	{'18227071789.png': {'64821226429.png': 0.6655914187431335, '53685009851.png': 0.6381388902664185, '75065900579.png': 0.5999098420143127, '97259135133.png': 0.5591533184051514}, '64821226429.png': {'18227071789.png': 0.6655914187431335, '53685009851.png': 0.595288097858429, '75065900579.png': 0.5793476700782776, '97259135133.png': 0.5247535705566406}, '53685009851.png': {'18227071789.png': 0.6381388902664185, '64821226429.png': 0.595288097858429, '75065900579.png': 0.6229199767112732, '97259135133.png': 0.6366861462593079}, '75065900579.png': {'18227071789.png': 0.5999098420143127, '64821226429.png': 0.5793476700782776, '53685009851.png': 0.6229199767112732, '97259135133.png': 0.6707606911659241}, '97259135133.png': {'18227071789.png': 0.5591533184051514, '64821226429.png': 0.5247535705566406, '53685009851.png': 0.6366861462593079, '75065900579.png': 0.6707606911659241}}	[]	[{'53685009851.png': 0.17020000517368317, '18227071789.png': 0.1632000058889389, '64821226429.png': 0.15800000727176666, '75065900579.png': 0.11710000038146973, '97259135133.png': 0.11379999667406082}, {'64821226429.png': 0.14900000393390656, '18227071789.png': 0.120899997651577, '53685009851.png': 0.11779999732971191, '97259135133.png': 0.09220000356435776, '75065900579.png': 0.08900000154972076}]	{'64821226429.png': [0.23922475, 0.20243648, 0.24438375, 0.17668706], '18227071789.png': [0.2304011, 0.19831502, 0.22824414, 0.22150376], '97259135133.png': [0.21935637, 0.20025273, 0.18748572, 0.18658853], '53685009851.png': [0.18033959, 0.19117418, 0.19380051, 0.16761194], '75065900579.png': [0.16671456, 0.18184935, 0.1818026, 0.17194647]}
