language	compound	folder	nc sim	avg img sim	img sim matrix	lit ct sim	idm ct sim	cp sim
Chinese	孔雀东南飞	孔雀东南飞	{'97332761221.png': 0.2738083, '96790065579.png': 0.26543126, '20109023758.png': 0.16496159, '82595475312.png': 0.13952535, '93151689566.png': 0.13936694}	{'93151689566.png': 0.58009845, '96790065579.png': 0.5767036, '82595475312.png': 0.5347744, '20109023758.png': 0.5324968, '97332761221.png': 0.5039178}	{'82595475312.png': {'96790065579.png': 0.5419861674308777, '93151689566.png': 0.6790701746940613, '20109023758.png': 0.5318154096603394, '97332761221.png': 0.3862259089946747}, '96790065579.png': {'82595475312.png': 0.5419861674308777, '93151689566.png': 0.5622846484184265, '20109023758.png': 0.48202845454216003, '97332761221.png': 0.7205151915550232}, '93151689566.png': {'82595475312.png': 0.6790701746940613, '96790065579.png': 0.5622846484184265, '20109023758.png': 0.6431260108947754, '97332761221.png': 0.43591296672821045}, '20109023758.png': {'82595475312.png': 0.5318154096603394, '96790065579.png': 0.48202845454216003, '93151689566.png': 0.6431260108947754, '97332761221.png': 0.47301721572875977}, '97332761221.png': {'82595475312.png': 0.3862259089946747, '96790065579.png': 0.7205151915550232, '93151689566.png': 0.43591296672821045, '20109023758.png': 0.47301721572875977}}	[{'96790065579.png': 0.23770000040531158, '97332761221.png': 0.22370000183582306, '20109023758.png': 0.1559000015258789, '93151689566.png': 0.13770000636577606, '82595475312.png': 0.1014999970793724}, {'97332761221.png': 0.30140000581741333, '96790065579.png': 0.2287999987602234, '20109023758.png': 0.17550000548362732, '93151689566.png': 0.14180000126361847, '82595475312.png': 0.14059999585151672}]	[{'20109023758.png': 0.2644999921321869, '97332761221.png': 0.24580000340938568, '96790065579.png': 0.1988999992609024, '93151689566.png': 0.18940000236034393, '82595475312.png': 0.14470000565052032}, {'97332761221.png': 0.2476000040769577, '20109023758.png': 0.2037000060081482, '96790065579.png': 0.18880000710487366, '93151689566.png': 0.1370999962091446, '82595475312.png': 0.12099999934434891}]	{'96790065579.png': [0.28230873, 0.26722962, 0.2204467, 0.17461984], '97332761221.png': [0.2611693, 0.2750215, 0.21794643, 0.24698198], '93151689566.png': [0.15823069, 0.16440728, 0.14268395, 0.16125232], '20109023758.png': [0.15062568, 0.17950833, 0.17395693, 0.21448216], '82595475312.png': [0.14719994, 0.15881488, 0.14151049, 0.14777198]}
Chinese	连锁反应	连锁反应	{'80580433141.png': 0.27521402, '90032769615.png': 0.2468078, '84645431254.png': 0.22297849, '17059948854.png': 0.19540384, '76178228177.png': 0.19182172}	{'80580433141.png': 0.59416306, '84645431254.png': 0.5884937, '17059948854.png': 0.5736416, '90032769615.png': 0.5608516, '76178228177.png': 0.49284834}	{'90032769615.png': {'76178228177.png': 0.4987742602825165, '84645431254.png': 0.5554490685462952, '80580433141.png': 0.5992907285690308, '17059948854.png': 0.5898923873901367}, '76178228177.png': {'90032769615.png': 0.4987742602825165, '84645431254.png': 0.4872114658355713, '80580433141.png': 0.5136181116104126, '17059948854.png': 0.47178953886032104}, '84645431254.png': {'90032769615.png': 0.5554490685462952, '76178228177.png': 0.4872114658355713, '80580433141.png': 0.6710867881774902, '17059948854.png': 0.6402276754379272}, '80580433141.png': {'90032769615.png': 0.5992907285690308, '76178228177.png': 0.5136181116104126, '84645431254.png': 0.6710867881774902, '17059948854.png': 0.592656672000885}, '17059948854.png': {'90032769615.png': 0.5898923873901367, '76178228177.png': 0.47178953886032104, '84645431254.png': 0.6402276754379272, '80580433141.png': 0.592656672000885}}	[{'80580433141.png': 0.2443999946117401, '84645431254.png': 0.21940000355243683, '90032769615.png': 0.21580000221729279, '17059948854.png': 0.19220000505447388, '76178228177.png': 0.18299999833106995}, {'80580433141.png': 0.2409999966621399, '84645431254.png': 0.2199999988079071, '90032769615.png': 0.20399999618530273, '76178228177.png': 0.1720000058412552, '17059948854.png': 0.1712999939918518}]	[{'80580433141.png': 0.20360000431537628, '84645431254.png': 0.17829999327659607, '90032769615.png': 0.16899999976158142, '17059948854.png': 0.14270000159740448, '76178228177.png': 0.12330000102519989}, {'90032769615.png': 0.2150000035762787, '80580433141.png': 0.2053000032901764, '84645431254.png': 0.18719999492168427, '17059948854.png': 0.17180000245571136, '76178228177.png': 0.15719999372959137}]	{'80580433141.png': [0.24751298, 0.17284423], '76178228177.png': [0.2410698, 0.15004566], '90032769615.png': [0.23115736, 0.17264332], '84645431254.png': [0.19426034, 0.14281446], '17059948854.png': [0.1731211, 0.16896187]}
Chinese	一马当先	一马当先	{'12043968900.png': 0.24537995, '86706855496.png': 0.17884904, '56893993199.png': 0.17455368, '17958411938.png': 0.16829169, '62795327751.png': 0.16100359}	{'56893993199.png': 0.6653284, '86706855496.png': 0.66033536, '62795327751.png': 0.65745795, '17958411938.png': 0.6212676, '12043968900.png': 0.549593}	{'17958411938.png': {'86706855496.png': 0.6257379651069641, '62795327751.png': 0.6518715620040894, '56893993199.png': 0.6268332004547119, '12043968900.png': 0.5806277394294739}, '86706855496.png': {'17958411938.png': 0.6257379651069641, '62795327751.png': 0.7140017747879028, '56893993199.png': 0.7726640105247498, '12043968900.png': 0.528937578201294}, '62795327751.png': {'17958411938.png': 0.6518715620040894, '86706855496.png': 0.7140017747879028, '56893993199.png': 0.7184840440750122, '12043968900.png': 0.5454745292663574}, '56893993199.png': {'17958411938.png': 0.6268332004547119, '86706855496.png': 0.7726640105247498, '62795327751.png': 0.7184840440750122, '12043968900.png': 0.5433322191238403}, '12043968900.png': {'17958411938.png': 0.5806277394294739, '86706855496.png': 0.528937578201294, '62795327751.png': 0.5454745292663574, '56893993199.png': 0.5433322191238403}}	[]	[{'56893993199.png': 0.11490000039339066, '86706855496.png': 0.10119999945163727, '12043968900.png': 0.10050000250339508, '62795327751.png': 0.07850000262260437, '17958411938.png': 0.060100000351667404}, {'12043968900.png': 0.14820000529289246, '56893993199.png': 0.1062999963760376, '86706855496.png': 0.09520000219345093, '62795327751.png': 0.08340000361204147, '17958411938.png': 0.0820000022649765}]	{'12043968900.png': [0.22004989, 0.23462498], '86706855496.png': [0.16935754, 0.19973803], '56893993199.png': [0.16066049, 0.19765176], '17958411938.png': [0.15941487, 0.17472006], '62795327751.png': [0.15207145, 0.17533292]}
Chinese	天书	天书	{'82247342710.png': 0.24992666, '47408616588.png': 0.24892603, '33923226725.png': 0.24552807, '74711776790.png': 0.24035135, '84037971043.png': 0.19500972}	{'47408616588.png': 0.68995684, '33923226725.png': 0.6867004, '74711776790.png': 0.6281899, '82247342710.png': 0.6270023, '84037971043.png': 0.5614984}	{'47408616588.png': {'33923226725.png': 0.7653053402900696, '82247342710.png': 0.7438482046127319, '84037971043.png': 0.5912109613418579, '74711776790.png': 0.6594627499580383}, '33923226725.png': {'47408616588.png': 0.7653053402900696, '82247342710.png': 0.6684046983718872, '84037971043.png': 0.569724440574646, '74711776790.png': 0.7433668971061707}, '82247342710.png': {'47408616588.png': 0.7438482046127319, '33923226725.png': 0.6684046983718872, '84037971043.png': 0.5354422330856323, '74711776790.png': 0.5603140592575073}, '84037971043.png': {'47408616588.png': 0.5912109613418579, '33923226725.png': 0.569724440574646, '82247342710.png': 0.5354422330856323, '74711776790.png': 0.5496160387992859}, '74711776790.png': {'47408616588.png': 0.6594627499580383, '33923226725.png': 0.7433668971061707, '82247342710.png': 0.5603140592575073, '84037971043.png': 0.5496160387992859}}	[{'82247342710.png': 0.16050000488758087, '33923226725.png': 0.15809999406337738, '47408616588.png': 0.14429999887943268, '84037971043.png': 0.13860000669956207, '74711776790.png': 0.1143999993801117}]	[{'82247342710.png': 0.20280000567436218, '33923226725.png': 0.1738000065088272, '47408616588.png': 0.1657000035047531, '84037971043.png': 0.11990000307559967, '74711776790.png': 0.11670000106096268}, {'47408616588.png': 0.19429999589920044, '82247342710.png': 0.1898999959230423, '33923226725.png': 0.17180000245571136, '74711776790.png': 0.15219999849796295, '84037971043.png': 0.13030000030994415}, {'82247342710.png': 0.20260000228881836, '33923226725.png': 0.19599999487400055, '84037971043.png': 0.1941000074148178, '74711776790.png': 0.17239999771118164, '47408616588.png': 0.16750000417232513}]	{}
Chinese	高屋建瓴	高屋建瓴	{'76781677360.png': 0.28251478, '83140648741.png': 0.26329887, '89253002720.png': 0.2325735, '46260760960.png': 0.21610612, '34090365312.png': 0.1901544}	{'89253002720.png': 0.5957957, '83140648741.png': 0.5873804, '46260760960.png': 0.567959, '34090365312.png': 0.5609969, '76781677360.png': 0.5299728}	{'83140648741.png': {'46260760960.png': 0.5642850399017334, '34090365312.png': 0.5915087461471558, '76781677360.png': 0.5219118595123291, '89253002720.png': 0.6718159317970276}, '46260760960.png': {'83140648741.png': 0.5642850399017334, '34090365312.png': 0.6140426397323608, '76781677360.png': 0.5453566908836365, '89253002720.png': 0.5481517314910889}, '34090365312.png': {'83140648741.png': 0.5915087461471558, '46260760960.png': 0.6140426397323608, '76781677360.png': 0.46392175555229187, '89253002720.png': 0.5745143890380859}, '76781677360.png': {'83140648741.png': 0.5219118595123291, '46260760960.png': 0.5453566908836365, '34090365312.png': 0.46392175555229187, '89253002720.png': 0.5887007713317871}, '89253002720.png': {'83140648741.png': 0.6718159317970276, '46260760960.png': 0.5481517314910889, '34090365312.png': 0.5745143890380859, '76781677360.png': 0.5887007713317871}}	[]	[{'89253002720.png': 0.2623000144958496, '76781677360.png': 0.2556000053882599, '83140648741.png': 0.25189998745918274, '46260760960.png': 0.21729999780654907, '34090365312.png': 0.21690000593662262}, {'83140648741.png': 0.23589999973773956, '89253002720.png': 0.23330000042915344, '46260760960.png': 0.22759999334812164, '34090365312.png': 0.2071000039577484, '76781677360.png': 0.19470000267028809}]	{}
Chinese	唱反调	唱反调	{'50030842230.png': 0.23226114, '65271340779.png': 0.20239599, '44855922733.png': 0.19149859, '92220317928.png': 0.17740689, '46506753952.png': 0.16918916}	{'44855922733.png': 0.68931246, '50030842230.png': 0.6390456, '65271340779.png': 0.61364704, '92220317928.png': 0.5984001, '46506753952.png': 0.5419935}	{'44855922733.png': {'92220317928.png': 0.674872100353241, '50030842230.png': 0.746241569519043, '46506753952.png': 0.6232452988624573, '65271340779.png': 0.7128907442092896}, '92220317928.png': {'44855922733.png': 0.674872100353241, '50030842230.png': 0.6884410977363586, '46506753952.png': 0.46785420179367065, '65271340779.png': 0.5624330043792725}, '50030842230.png': {'44855922733.png': 0.746241569519043, '92220317928.png': 0.6884410977363586, '46506753952.png': 0.5095549821853638, '65271340779.png': 0.6119449138641357}, '46506753952.png': {'44855922733.png': 0.6232452988624573, '92220317928.png': 0.46785420179367065, '50030842230.png': 0.5095549821853638, '65271340779.png': 0.5673195719718933}, '65271340779.png': {'44855922733.png': 0.7128907442092896, '92220317928.png': 0.5624330043792725, '50030842230.png': 0.6119449138641357, '46506753952.png': 0.5673195719718933}}	[{'46506753952.png': 0.21330000460147858, '44855922733.png': 0.2062000036239624, '65271340779.png': 0.19930000603199005, '50030842230.png': 0.17090000212192535, '92220317928.png': 0.14669999480247498}]	[{'92220317928.png': 0.12690000236034393, '50030842230.png': 0.12219999730587006, '65271340779.png': 0.11230000108480453, '46506753952.png': 0.11060000211000443, '44855922733.png': 0.1080000028014183}, {'44855922733.png': 0.22779999673366547, '46506753952.png': 0.21699999272823334, '65271340779.png': 0.20960000157356262, '50030842230.png': 0.1428000032901764, '92220317928.png': 0.11140000075101852}, {'50030842230.png': 0.15160000324249268, '44855922733.png': 0.14730000495910645, '46506753952.png': 0.13850000500679016, '92220317928.png': 0.13660000264644623, '65271340779.png': 0.13529999554157257}]	{'65271340779.png': [0.2400083, 0.23211172], '50030842230.png': [0.2276941, 0.20148832], '44855922733.png': [0.22569859, 0.18261945], '46506753952.png': [0.20668525, 0.17945582], '92220317928.png': [0.19176579, 0.1403918]}
Chinese	给脸色看	给脸色看	{'58752327278.png': 0.26117244, '58933960137.png': 0.24995516, '33918707897.png': 0.19554369, '64013390253.png': 0.18893118, '32539256395.png': 0.18324998}	{'33918707897.png': 0.68022287, '58933960137.png': 0.6499057, '32539256395.png': 0.64495695, '58752327278.png': 0.60938567, '64013390253.png': 0.5887595}	{'58933960137.png': {'64013390253.png': 0.5469323992729187, '58752327278.png': 0.7616434097290039, '33918707897.png': 0.6756386160850525, '32539256395.png': 0.6154082417488098}, '64013390253.png': {'58933960137.png': 0.5469323992729187, '58752327278.png': 0.5237024426460266, '33918707897.png': 0.6653420925140381, '32539256395.png': 0.6190609931945801}, '58752327278.png': {'58933960137.png': 0.7616434097290039, '64013390253.png': 0.5237024426460266, '33918707897.png': 0.5933744311332703, '32539256395.png': 0.5588223934173584}, '33918707897.png': {'58933960137.png': 0.6756386160850525, '64013390253.png': 0.6653420925140381, '58752327278.png': 0.5933744311332703, '32539256395.png': 0.7865361571311951}, '32539256395.png': {'58933960137.png': 0.6154082417488098, '64013390253.png': 0.6190609931945801, '58752327278.png': 0.5588223934173584, '33918707897.png': 0.7865361571311951}}	[{'58752327278.png': 0.21529999375343323, '58933960137.png': 0.17759999632835388, '64013390253.png': 0.1704999953508377, '32539256395.png': 0.16259999573230743, '33918707897.png': 0.1509999930858612}]	[{'33918707897.png': 0.2287999987602234, '64013390253.png': 0.22689999639987946, '58933960137.png': 0.21879999339580536, '58752327278.png': 0.21870000660419464, '32539256395.png': 0.19670000672340393}, {'58752327278.png': 0.20340000092983246, '58933960137.png': 0.17880000174045563, '64013390253.png': 0.16099999845027924, '33918707897.png': 0.15729999542236328, '32539256395.png': 0.14020000398159027}, {'58933960137.png': 0.22990000247955322, '58752327278.png': 0.2126999944448471, '32539256395.png': 0.19979999959468842, '33918707897.png': 0.19050000607967377, '64013390253.png': 0.1720000058412552}]	{'58752327278.png': [0.20478192, 0.22139415, 0.17188367], '64013390253.png': [0.18982902, 0.16508561, 0.170507], '33918707897.png': [0.18135679, 0.18738842, 0.1793409], '32539256395.png': [0.17685583, 0.1688083, 0.19582559], '58933960137.png': [0.16977926, 0.22066067, 0.18702562]}
Chinese	害群之马	害群之马-2	{'78207319010.png': 0.2729488, '88916211400.png': 0.26827365, '58497341003.png': 0.26595712, '58400702742.png': 0.22082762, '98618599642.png': 0.16356534}	{'58497341003.png': 0.6673471, '78207319010.png': 0.6166891, '88916211400.png': 0.5941402, '58400702742.png': 0.49875185, '98618599642.png': 0.49767998}	{'98618599642.png': {'58497341003.png': 0.5205087065696716, '58400702742.png': 0.5835015177726746, '88916211400.png': 0.3800883889198303, '78207319010.png': 0.506621241569519}, '58497341003.png': {'98618599642.png': 0.5205087065696716, '58400702742.png': 0.5133374333381653, '88916211400.png': 0.8426249027252197, '78207319010.png': 0.7929173111915588}, '58400702742.png': {'98618599642.png': 0.5835015177726746, '58497341003.png': 0.5133374333381653, '88916211400.png': 0.44239911437034607, '78207319010.png': 0.45576927065849304}, '88916211400.png': {'98618599642.png': 0.3800883889198303, '58497341003.png': 0.8426249027252197, '58400702742.png': 0.44239911437034607, '78207319010.png': 0.7114483714103699}, '78207319010.png': {'98618599642.png': 0.506621241569519, '58497341003.png': 0.7929173111915588, '58400702742.png': 0.45576927065849304, '88916211400.png': 0.7114483714103699}}	[]	[]	{}
Chinese	秘密行动	秘密行动	{'11188711532.png': 0.26862139, '98351288710.png': 0.22386444, '95188225048.png': 0.20437606, '43253634012.png': 0.19086528, '83397031833.png': 0.18074974}	{'83397031833.png': 0.6095649, '95188225048.png': 0.5880077, '98351288710.png': 0.5703053, '43253634012.png': 0.55142206, '11188711532.png': 0.48504385}	{'43253634012.png': {'98351288710.png': 0.6169608235359192, '95188225048.png': 0.5505552887916565, '83397031833.png': 0.6133304834365845, '11188711532.png': 0.4248417317867279}, '98351288710.png': {'43253634012.png': 0.6169608235359192, '95188225048.png': 0.5618526339530945, '83397031833.png': 0.682662308216095, '11188711532.png': 0.4197455048561096}, '95188225048.png': {'43253634012.png': 0.5505552887916565, '98351288710.png': 0.5618526339530945, '83397031833.png': 0.643150806427002, '11188711532.png': 0.5964721441268921}, '83397031833.png': {'43253634012.png': 0.6133304834365845, '98351288710.png': 0.682662308216095, '95188225048.png': 0.643150806427002, '11188711532.png': 0.49911606311798096}, '11188711532.png': {'43253634012.png': 0.4248417317867279, '98351288710.png': 0.4197455048561096, '95188225048.png': 0.5964721441268921, '83397031833.png': 0.49911606311798096}}	[{'98351288710.png': 0.1818999946117401, '11188711532.png': 0.163100004196167, '43253634012.png': 0.16120000183582306, '83397031833.png': 0.1526000052690506, '95188225048.png': 0.15139999985694885}, {'43253634012.png': 0.16050000488758087, '83397031833.png': 0.15760000050067902, '11188711532.png': 0.14820000529289246, '98351288710.png': 0.14339999854564667, '95188225048.png': 0.13600000739097595}, {'11188711532.png': 0.23319999873638153, '98351288710.png': 0.1817999929189682, '43253634012.png': 0.15870000422000885, '83397031833.png': 0.15399999916553497, '95188225048.png': 0.13850000500679016}, {'11188711532.png': 0.23090000450611115, '98351288710.png': 0.19939999282360077, '83397031833.png': 0.19550000131130219, '43253634012.png': 0.18080000579357147, '95188225048.png': 0.17900000512599945}]	[]	{'11188711532.png': [0.1904428, 0.21069628], '98351288710.png': [0.17678076, 0.21431781], '43253634012.png': [0.1641615, 0.17829226], '83397031833.png': [0.1490988, 0.18852562], '95188225048.png': [0.13708529, 0.20605524]}
Chinese	脑筋急转弯	脑筋急转弯	{'93742736527.png': 0.26987702, '90737209356.png': 0.23428985, '11715827024.png': 0.21853775, '35386941627.png': 0.16829598, '42265613853.png': 0.15678835}	{'11715827024.png': 0.678634, '90737209356.png': 0.6431515, '42265613853.png': 0.61862653, '93742736527.png': 0.58970565, '35386941627.png': 0.5329355}	{'90737209356.png': {'11715827024.png': 0.8197875022888184, '35386941627.png': 0.5299673676490784, '42265613853.png': 0.62362140417099, '93742736527.png': 0.5992299318313599}, '11715827024.png': {'90737209356.png': 0.8197875022888184, '35386941627.png': 0.5481213927268982, '42265613853.png': 0.6942698955535889, '93742736527.png': 0.6523571610450745}, '35386941627.png': {'90737209356.png': 0.5299673676490784, '11715827024.png': 0.5481213927268982, '42265613853.png': 0.5515162944793701, '93742736527.png': 0.5021368861198425}, '42265613853.png': {'90737209356.png': 0.62362140417099, '11715827024.png': 0.6942698955535889, '35386941627.png': 0.5515162944793701, '93742736527.png': 0.6050985455513}, '93742736527.png': {'90737209356.png': 0.5992299318313599, '11715827024.png': 0.6523571610450745, '35386941627.png': 0.5021368861198425, '42265613853.png': 0.6050985455513}}	[]	[{'93742736527.png': 0.18250000476837158, '35386941627.png': 0.17759999632835388, '90737209356.png': 0.15809999406337738, '42265613853.png': 0.14970000088214874, '11715827024.png': 0.13760000467300415}, {'90737209356.png': 0.2547000050544739, '93742736527.png': 0.24289999902248383, '11715827024.png': 0.20479999482631683, '35386941627.png': 0.16779999434947968, '42265613853.png': 0.13099999725818634}, {'93742736527.png': 0.22100000083446503, '90737209356.png': 0.20309999585151672, '11715827024.png': 0.163100004196167, '35386941627.png': 0.12049999833106995, '42265613853.png': 0.10100000351667404}, {'93742736527.png': 0.16529999673366547, '90737209356.png': 0.1535000056028366, '35386941627.png': 0.13379999995231628, '11715827024.png': 0.12610000371932983, '42265613853.png': 0.12349999696016312}]	{'90737209356.png': [0.27924305, 0.14837313, 0.23083493, 0.2089065], '11715827024.png': [0.27222115, 0.13814412, 0.14924347, 0.14686406], '35386941627.png': [0.20229977, 0.15241994, 0.17316961, 0.18862018], '93742736527.png': [0.19648159, 0.1489224, 0.18243937, 0.18070576], '42265613853.png': [0.18427977, 0.16008852, 0.16547471, 0.16679151]}
Chinese	贵族血统	贵族血统	{'84298469539.png': 0.25043243, '33692363996.png': 0.2163988, '62817166096.png': 0.21633339, '52941324175.png': 0.17770165, '70317057163.png': 0.16934074}	{'33692363996.png': 0.650383, '62817166096.png': 0.6292218, '70317057163.png': 0.6140833, '52941324175.png': 0.5684269, '84298469539.png': 0.5481588}	{'70317057163.png': {'33692363996.png': 0.6820473670959473, '62817166096.png': 0.7276711463928223, '52941324175.png': 0.5720523595809937, '84298469539.png': 0.47456228733062744}, '33692363996.png': {'70317057163.png': 0.6820473670959473, '62817166096.png': 0.6244338750839233, '52941324175.png': 0.6462677121162415, '84298469539.png': 0.6487830877304077}, '62817166096.png': {'70317057163.png': 0.7276711463928223, '33692363996.png': 0.6244338750839233, '52941324175.png': 0.5754399299621582, '84298469539.png': 0.5893423557281494}, '52941324175.png': {'70317057163.png': 0.5720523595809937, '33692363996.png': 0.6462677121162415, '62817166096.png': 0.5754399299621582, '84298469539.png': 0.47994759678840637}, '84298469539.png': {'70317057163.png': 0.47456228733062744, '33692363996.png': 0.6487830877304077, '62817166096.png': 0.5893423557281494, '52941324175.png': 0.47994759678840637}}	[{'33692363996.png': 0.17470000684261322, '84298469539.png': 0.17339999973773956, '62817166096.png': 0.14820000529289246, '52941324175.png': 0.12470000237226486, '70317057163.png': 0.11509999632835388}, {'62817166096.png': 0.20919999480247498, '33692363996.png': 0.20059999823570251, '52941324175.png': 0.19179999828338623, '84298469539.png': 0.1914999932050705, '70317057163.png': 0.18880000710487366}]	[{'84298469539.png': 0.17479999363422394, '62817166096.png': 0.14489999413490295, '33692363996.png': 0.14339999854564667, '52941324175.png': 0.13770000636577606, '70317057163.png': 0.0982000008225441}, {'84298469539.png': 0.20749999582767487, '33692363996.png': 0.19760000705718994, '52941324175.png': 0.15839999914169312, '62817166096.png': 0.15150000154972076, '70317057163.png': 0.13490000367164612}]	{'84298469539.png': [0.24706559, 0.23613003], '33692363996.png': [0.23458754, 0.20509322], '62817166096.png': [0.20639709, 0.24929062], '70317057163.png': [0.17861941, 0.19841236], '52941324175.png': [0.17010239, 0.19251266]}
Chinese	动弹不得	动弹不得	{'38796196731.png': 0.24626747, '48615004872.png': 0.22662099, '13264818678.png': 0.21329015, '59174138594.png': 0.19065493, '77230121864.png': 0.18536055}	{'59174138594.png': 0.52233666, '77230121864.png': 0.5145554, '48615004872.png': 0.5044672, '13264818678.png': 0.48320085, '38796196731.png': 0.47814852}	{'77230121864.png': {'59174138594.png': 0.6329357028007507, '48615004872.png': 0.4973777234554291, '38796196731.png': 0.4711998701095581, '13264818678.png': 0.4567083418369293}, '59174138594.png': {'77230121864.png': 0.6329357028007507, '48615004872.png': 0.4815441370010376, '38796196731.png': 0.49427714943885803, '13264818678.png': 0.48058968782424927}, '48615004872.png': {'77230121864.png': 0.4973777234554291, '59174138594.png': 0.4815441370010376, '38796196731.png': 0.4952792823314667, '13264818678.png': 0.5436675548553467}, '38796196731.png': {'77230121864.png': 0.4711998701095581, '59174138594.png': 0.49427714943885803, '48615004872.png': 0.4952792823314667, '13264818678.png': 0.45183780789375305}, '13264818678.png': {'77230121864.png': 0.4567083418369293, '59174138594.png': 0.48058968782424927, '48615004872.png': 0.5436675548553467, '38796196731.png': 0.45183780789375305}}	[{'77230121864.png': 0.18060000240802765, '38796196731.png': 0.17270000278949738, '48615004872.png': 0.16580000519752502, '13264818678.png': 0.13740000128746033, '59174138594.png': 0.13689999282360077}, {'38796196731.png': 0.20730000734329224, '13264818678.png': 0.18709999322891235, '59174138594.png': 0.17229999601840973, '48615004872.png': 0.15389999747276306, '77230121864.png': 0.12290000170469284}]	[{'38796196731.png': 0.17260000109672546, '77230121864.png': 0.14319999516010284, '48615004872.png': 0.13019999861717224, '13264818678.png': 0.1282999962568283, '59174138594.png': 0.0851999968290329}, {'48615004872.png': 0.24449999630451202, '13264818678.png': 0.1800999939441681, '38796196731.png': 0.16130000352859497, '59174138594.png': 0.14110000431537628, '77230121864.png': 0.12839999794960022}]	{'77230121864.png': [0.21450454, 0.18959141], '38796196731.png': [0.2134298, 0.21478456], '59174138594.png': [0.19433865, 0.1823043], '13264818678.png': [0.1920079, 0.20451482], '48615004872.png': [0.18178008, 0.21002111]}
Chinese	难于登天	难于登天	{'18227071789.png': 0.2688573, '64821226429.png': 0.25207216, '53685009851.png': 0.2168781, '97259135133.png': 0.17599925, '75065900579.png': 0.17143564}	{'53685009851.png': 0.6232583, '75065900579.png': 0.6182345, '18227071789.png': 0.61569834, '97259135133.png': 0.5978384, '64821226429.png': 0.5912452}	{'18227071789.png': {'64821226429.png': 0.6655914187431335, '53685009851.png': 0.6381388902664185, '75065900579.png': 0.5999098420143127, '97259135133.png': 0.5591533184051514}, '64821226429.png': {'18227071789.png': 0.6655914187431335, '53685009851.png': 0.595288097858429, '75065900579.png': 0.5793476700782776, '97259135133.png': 0.5247535705566406}, '53685009851.png': {'18227071789.png': 0.6381388902664185, '64821226429.png': 0.595288097858429, '75065900579.png': 0.6229199767112732, '97259135133.png': 0.6366861462593079}, '75065900579.png': {'18227071789.png': 0.5999098420143127, '64821226429.png': 0.5793476700782776, '53685009851.png': 0.6229199767112732, '97259135133.png': 0.6707606911659241}, '97259135133.png': {'18227071789.png': 0.5591533184051514, '64821226429.png': 0.5247535705566406, '53685009851.png': 0.6366861462593079, '75065900579.png': 0.6707606911659241}}	[]	[{'18227071789.png': 0.18880000710487366, '64821226429.png': 0.17489999532699585, '53685009851.png': 0.16539999842643738, '75065900579.png': 0.11990000307559967, '97259135133.png': 0.11389999836683273}, {'64821226429.png': 0.15000000596046448, '18227071789.png': 0.12120000272989273, '53685009851.png': 0.10599999874830246, '97259135133.png': 0.09679999947547913, '75065900579.png': 0.08540000021457672}]	{'64821226429.png': [0.22246188, 0.24158442], '18227071789.png': [0.21208428, 0.25152177], '97259135133.png': [0.2101712, 0.16948043], '53685009851.png': [0.1936819, 0.21184406], '75065900579.png': [0.17419046, 0.18326998]}
Chinese	九牛一毛	九牛一毛	{'96038878319.png': 0.2503778, '26510820913.png': 0.20736516, '59731214310.png': 0.16390035, '98490627148.png': 0.1565654, '30206506042.png': 0.14507946}	{'96038878319.png': 0.49404, '98490627148.png': 0.4868555, '26510820913.png': 0.47608945, '30206506042.png': 0.47489578, '59731214310.png': 0.42091963}	{'96038878319.png': {'30206506042.png': 0.4310595691204071, '59731214310.png': 0.45652374625205994, '98490627148.png': 0.47822052240371704, '26510820913.png': 0.6103561520576477}, '30206506042.png': {'96038878319.png': 0.4310595691204071, '59731214310.png': 0.4081621766090393, '98490627148.png': 0.5911179780960083, '26510820913.png': 0.4692433774471283}, '59731214310.png': {'96038878319.png': 0.45652374625205994, '30206506042.png': 0.4081621766090393, '98490627148.png': 0.4361588656902313, '26510820913.png': 0.38283368945121765}, '98490627148.png': {'96038878319.png': 0.47822052240371704, '30206506042.png': 0.5911179780960083, '59731214310.png': 0.4361588656902313, '26510820913.png': 0.4419245719909668}, '26510820913.png': {'96038878319.png': 0.6103561520576477, '30206506042.png': 0.4692433774471283, '59731214310.png': 0.38283368945121765, '98490627148.png': 0.4419245719909668}}	[]	[{'59731214310.png': 0.17890000343322754, '98490627148.png': 0.17499999701976776, '96038878319.png': 0.1527000069618225, '30206506042.png': 0.12849999964237213, '26510820913.png': 0.10170000046491623}, {'59731214310.png': 0.13339999318122864, '96038878319.png': 0.1151999980211258, '98490627148.png': 0.10679999738931656, '30206506042.png': 0.07159999758005142, '26510820913.png': 0.061400000005960464}]	{}
