id,nc,sent,rank label,rank pred,input,output,time
19,παρά τρίχα,πρώτη φορά βλέπω πολύχρωμο πινέλο τρίχα παρά τρίχα κι άλλο χρώμα.,,"['66294543116.png', '51603346523.png', '88905004314.png', '41388627449.png', '15530872282.png']","Consider the expression: [παρά τρίχα] in the Greek language, and its meaning in context: [πρώτη φορά βλέπω πολύχρωμο πινέλο τρίχα παρά τρίχα κι άλλο χρώμα.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 2, 5, 1, 3]",1.3486084938049316
20,βρόμικο χρήμα,"Για να προσελκύσουν χρήματα από το εξωτερικό, ακόμη και "" βρώμικα χρήματα "", αρκεί τα εγκλήματα να έχουν διαπραχθεί στο εξωτερικό.",,"['48792710787.png', '83651208419.png', '12321588356.png', '46813208126.png', '86907950549.png']","Consider the expression: [βρόμικο χρήμα] in the Greek language, and its meaning in context: [Για να προσελκύσουν χρήματα από το εξωτερικό, ακόμη και "" βρώμικα χρήματα "", αρκεί τα εγκλήματα να έχουν διαπραχθεί στο εξωτερικό.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",1.1423916816711426
21,βρόμικο χρήμα,Τώρα ήρθανε Λιβανέζοι (λέγεται ότι ξεπλένουν βρώμικα χρήματα ) και έχουν κάνει τώρα το μεγαλύτερο αρτοποιείο.,,"['48792710787.png', '12321588356.png', '83651208419.png', '46813208126.png', '86907950549.png']","Consider the expression: [βρόμικο χρήμα] in the Greek language, and its meaning in context: [Τώρα ήρθανε Λιβανέζοι (λέγεται ότι ξεπλένουν βρώμικα χρήματα ) και έχουν κάνει τώρα το μεγαλύτερο αρτοποιείο.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 4, 1, 5]",1.0658867359161377
22,βρόμικο χρήμα,"Αν και δεν είναι συνηθισμένο να μεταδίδονται ασθένειες μέσω χρημάτων, υπάρχουν τρόποι με τους οποίους θα μπορούσαμε να κάνουμε τα βρόμικα χρήματά μας καθαρότερα.",,"['48792710787.png', '86907950549.png', '46813208126.png', '83651208419.png', '12321588356.png']","Consider the expression: [βρόμικο χρήμα] in the Greek language, and its meaning in context: [Αν και δεν είναι συνηθισμένο να μεταδίδονται ασθένειες μέσω χρημάτων, υπάρχουν τρόποι με τους οποίους θα μπορούσαμε να κάνουμε τα βρόμικα χρήματά μας καθαρότερα.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 1, 3, 4]",2.603604555130005
23,βρόμικο χρήμα,"Δώστε τέλος στα βρόμικα χρήματα , που είναι εστίες μικροβίων και μέσο μετάδοσης λοιμώξεων.",,"['48792710787.png', '12321588356.png', '83651208419.png', '46813208126.png', '86907950549.png']","Consider the expression: [βρόμικο χρήμα] in the Greek language, and its meaning in context: [Δώστε τέλος στα βρόμικα χρήματα , που είναι εστίες μικροβίων και μέσο μετάδοσης λοιμώξεων.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 4, 2, 5]",1.014112949371338
24,ρίχνω λάδι στη φωτιά,"Κάποια από αυτά είναι ιδιαίτερα επίπονα, όπως το πάγωμα των συντάξεων το 2011, αλλά δεν είναι παράλογα ή άδικα. Τα συνδικάτα δεν πρέπει να ρίξουν λάδι στη φωτιά με διαδηλώσεις ή απεργίες.",,"['89458330720.png', '37423331690.png', '24054754503.png', '42592177133.png', '95842921170.png']","Consider the expression: [ρίχνω λάδι στη φωτιά] in the Greek language, and its meaning in context: [Κάποια από αυτά είναι ιδιαίτερα επίπονα, όπως το πάγωμα των συντάξεων το 2011, αλλά δεν είναι παράλογα ή άδικα. Τα συνδικάτα δεν πρέπει να ρίξουν λάδι στη φωτιά με διαδηλώσεις ή απεργίες.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 3, 2, 4, 1]",1.2332561016082764
25,ρίχνω λάδι στη φωτιά,Θα βοηθούσε αν σταματούσατε να ρίχνετε λάδι στη φωτιά δημοσιεύοντας ΑΚΡΙΤΑ τις ανοησίες και τα ψέμματα του Ευρυβιάδη.,,"['37423331690.png', '24054754503.png', '89458330720.png', '95842921170.png', '42592177133.png']","Consider the expression: [ρίχνω λάδι στη φωτιά] in the Greek language, and its meaning in context: [Θα βοηθούσε αν σταματούσατε να ρίχνετε λάδι στη φωτιά δημοσιεύοντας ΑΚΡΙΤΑ τις ανοησίες και τα ψέμματα του Ευρυβιάδη.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",3.632560968399048
26,ρίχνω λάδι στη φωτιά,"Καθώς δούλευαν στο εργαστήριο μετάλλων, ένα δοχείο με λιπαντικό αναποδογύρισε και το λάδι έπεσε στη φωτιά του καμινιού, κάνοντάς την να φουντώσει απότομα.",,"['37423331690.png', '24054754503.png', '89458330720.png', '42592177133.png', '95842921170.png']","Consider the expression: [ρίχνω λάδι στη φωτιά] in the Greek language, and its meaning in context: [Καθώς δούλευαν στο εργαστήριο μετάλλων, ένα δοχείο με λιπαντικό αναποδογύρισε και το λάδι έπεσε στη φωτιά του καμινιού, κάνοντάς την να φουντώσει απότομα.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 3, 2, 1, 4]",1.0733563899993896
27,ρίχνω λάδι στη φωτιά,"Ο μάγειρας απρόσεκτα έριξε λάδι στη φωτιά, με αποτέλεσμα να πεταχτούν ψηλές φλόγες από το τηγάνι.",,"['37423331690.png', '89458330720.png', '24054754503.png', '42592177133.png', '95842921170.png']","Consider the expression: [ρίχνω λάδι στη φωτιά] in the Greek language, and its meaning in context: [Ο μάγειρας απρόσεκτα έριξε λάδι στη φωτιά, με αποτέλεσμα να πεταχτούν ψηλές φλόγες από το τηγάνι.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 4, 1, 3]",2.9713826179504395
28,περσινά ξινά σταφύλια,"Ιδιαίτερα στο δεύτερο κεφάλαιο, που μιλάει για την επανασύσταση του συλλογικού εβραϊκού βίου. Θα πείτε όλα αυτά αφορούν κάποια μειονότητα και τί μας ενδιαφέρει τώρα ν' ασχοληθούμε με περσινά ξινά σταφύλια  ή και να ξύσουμε παλιές πληγές.",,"['52837983648.png', '45461631543.png', '27790936727.png', '77737764732.png', '49120120859.png']","Consider the expression: [περσινά ξινά σταφύλια] in the Greek language, and its meaning in context: [Ιδιαίτερα στο δεύτερο κεφάλαιο, που μιλάει για την επανασύσταση του συλλογικού εβραϊκού βίου. Θα πείτε όλα αυτά αφορούν κάποια μειονότητα και τί μας ενδιαφέρει τώρα ν' ασχοληθούμε με περσινά ξινά σταφύλια  ή και να ξύσουμε παλιές πληγές.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 1, 4, 3]",1.0159437656402588
29,περσινά ξινά σταφύλια,"Βράστα, αντιλαμβάνομαι την πίκρα σου για τις προσωπικές επιθέσεις που δέχτηκες, ίσως άδικα, πρέπει όμως να καταλάβεις οτι κι αυτό πλέον έχει περάσει, περσινά ξινά σταφύλια , ο Γιώργος ούτε καν ασχολείται με την πάρτη μας και φυσικά ούτε έχει πάρει πρέφα τα διαμειβόμενα εδώ.",,"['52837983648.png', '45461631543.png', '77737764732.png', '27790936727.png', '49120120859.png']","Consider the expression: [περσινά ξινά σταφύλια] in the Greek language, and its meaning in context: [Βράστα, αντιλαμβάνομαι την πίκρα σου για τις προσωπικές επιθέσεις που δέχτηκες, ίσως άδικα, πρέπει όμως να καταλάβεις οτι κι αυτό πλέον έχει περάσει, περσινά ξινά σταφύλια , ο Γιώργος ούτε καν ασχολείται με την πάρτη μας και φυσικά ούτε έχει πάρει πρέφα τα διαμειβόμενα εδώ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 1, 4, 3]",1.0218780040740967
30,περσινά ξινά σταφύλια,"Η μαρμελάδα δεν πέτυχε, γιατί χρησιμοποίησαν περσινά ξινά σταφύλια αντί για φρέσκα",,"['52837983648.png', '45461631543.png', '27790936727.png', '77737764732.png', '49120120859.png']","Consider the expression: [περσινά ξινά σταφύλια] in the Greek language, and its meaning in context: [Η μαρμελάδα δεν πέτυχε, γιατί χρησιμοποίησαν περσινά ξινά σταφύλια αντί για φρέσκα]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 2, 3, 5, 4]",5.529330492019653
31,περσινά ξινά σταφύλια,"Μην τα πάρεις αυτά, είναι περσινά ξινά σταφύλια που έμειναν στην αποθήκη.",,"['52837983648.png', '45461631543.png', '27790936727.png', '77737764732.png', '49120120859.png']","Consider the expression: [περσινά ξινά σταφύλια] in the Greek language, and its meaning in context: [Μην τα πάρεις αυτά, είναι περσινά ξινά σταφύλια που έμειναν στην αποθήκη.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 2, 4, 3]",1.23508620262146
32,η μέρα με τη νύχτα,"Αν συγκρίνει κανείς τις προσπάθειες που έχουμε εμείς καταβάλλει και τα αποτελέσματα με αυτό που γινόταν τα τελευταία κυρίως χρόνια, θα διαπιστώσει ότι είναι η μέρα με τη νύχτα.",,"['14176616520.png', '86187181657.png', '22788309850.png', '20001452907.png', '64747309889.png']","Consider the expression: [η μέρα με τη νύχτα] in the Greek language, and its meaning in context: [Αν συγκρίνει κανείς τις προσπάθειες που έχουμε εμείς καταβάλλει και τα αποτελέσματα με αυτό που γινόταν τα τελευταία κυρίως χρόνια, θα διαπιστώσει ότι είναι η μέρα με τη νύχτα.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 2, 3, 4]",1.0675837993621826
33,η μέρα με τη νύχτα,"Έχοντας παίξει και τα 2, είναι η μέρα με τη νύχτα στο πλήθος πραγμάτων που έχεις να κάνεις.",,"['14176616520.png', '22788309850.png', '64747309889.png', '20001452907.png', '86187181657.png']","Consider the expression: [η μέρα με τη νύχτα] in the Greek language, and its meaning in context: [Έχοντας παίξει και τα 2, είναι η μέρα με τη νύχτα στο πλήθος πραγμάτων που έχεις να κάνεις.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 4, 1, 5]",2.2992424964904785
34,η μέρα με τη νύχτα,Πλησιάζουν στα σπίτια και περιμένουν να σμίξει η μέρα με τη νύχτα για να μπουν μέσα.,,"['14176616520.png', '20001452907.png', '22788309850.png', '86187181657.png', '64747309889.png']","Consider the expression: [η μέρα με τη νύχτα] in the Greek language, and its meaning in context: [Πλησιάζουν στα σπίτια και περιμένουν να σμίξει η μέρα με τη νύχτα για να μπουν μέσα.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 2, 3, 4]",2.7442867755889893
35,η μέρα με τη νύχτα,"Όπως εναλλάσσεται η μέρα με τη νύχτα ή το σκότος με το φως, έτσι η πτωτική αγορά διαδέχεται την ανοδική και αντίστροφα.",,"['14176616520.png', '22788309850.png', '86187181657.png', '20001452907.png', '64747309889.png']","Consider the expression: [η μέρα με τη νύχτα] in the Greek language, and its meaning in context: [Όπως εναλλάσσεται η μέρα με τη νύχτα ή το σκότος με το φως, έτσι η πτωτική αγορά διαδέχεται την ανοδική και αντίστροφα.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 3, 2]",3.0317635536193848
36,κριτικός του καναπέ,"Οι τύποι αυτοί οι "" Κριτικοί του καναπέ "" έχουν φοβερή υπομονή, στοχοποιούν τους ""εχθρούς"" και περιμένουν.",,"['62719883742.png', '29181277506.png', '32348469413.png', '98393202684.png', '25780791534.png']","Consider the expression: [κριτικός του καναπέ] in the Greek language, and its meaning in context: [Οι τύποι αυτοί οι "" Κριτικοί του καναπέ "" έχουν φοβερή υπομονή, στοχοποιούν τους ""εχθρούς"" και περιμένουν.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 3, 4, 5]",1.3754489421844482
37,κριτικός του καναπέ,"Σίγουρα όμως πρόκειται για κριτικούς του καναπέ , γιατί απλούστατα όλοι στον καναπέ τους βρίσκονται παρακολουθώντας τις εξελίξεις από την τηλεόραση.",,"['29181277506.png', '62719883742.png', '32348469413.png', '25780791534.png', '98393202684.png']","Consider the expression: [κριτικός του καναπέ] in the Greek language, and its meaning in context: [Σίγουρα όμως πρόκειται για κριτικούς του καναπέ , γιατί απλούστατα όλοι στον καναπέ τους βρίσκονται παρακολουθώντας τις εξελίξεις από την τηλεόραση.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 3, 1, 2]",1.6656033992767334
