id,nc,sent,rank label,rank pred,input,output,time
10,ekwe ekwe,X,,"['76259458720.png', '97605358449.png', '54401168201.png', '36903150347.png', '42997552087.png']","Consider the expression: [ekwe ekwe] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 5, 1, 4]",2.4698405265808105
11,ekwe ekwe,X,,"['97605358449.png', '76259458720.png', '36903150347.png', '54401168201.png', '42997552087.png']","Consider the expression: [ekwe ekwe] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 2, 4]",1.0925564765930176
12,ego ojoo,Nnyocha nke BBC African Eye mere na mba Kenya egosila etu ndị ekperima na-atụ mgbere mmadụ si eji ndị nwere nkwarụ akpa ego ọjọọ.,,"['78779843957.png', '24439614580.png', '82768287236.png', '62578963641.png', '13003845196.png']","Consider the expression: [ego ojoo] in the Igbo language, and its meaning in context: [Nnyocha nke BBC African Eye mere na mba Kenya egosila etu ndị ekperima na-atụ mgbere mmadụ si eji ndị nwere nkwarụ akpa ego ọjọọ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 4, 3, 5]",2.9712867736816406
13,ego ojoo,"Ọ bụrụ na i lee anya n’obodo anyị, ị ga-ahụ na ndị niile kpara ego ọjọọ nwụchuru anwuchu tinyekwara na ụmụ ha enweghị nke bara uru.",,"['78779843957.png', '24439614580.png', '82768287236.png', '62578963641.png', '13003845196.png']","Consider the expression: [ego ojoo] in the Igbo language, and its meaning in context: [Ọ bụrụ na i lee anya n’obodo anyị, ị ga-ahụ na ndị niile kpara ego ọjọọ nwụchuru anwuchu tinyekwara na ụmụ ha enweghị nke bara uru.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 5, 3, 4, 1]",1.1053426265716553
14,ego ojoo,"Mgbe m nyere Ekene ego m ji ya, o kwuru na ego ọjọọ dị n’ime ya.",,"['62578963641.png', '82768287236.png', '24439614580.png', '78779843957.png', '13003845196.png']","Consider the expression: [ego ojoo] in the Igbo language, and its meaning in context: [Mgbe m nyere Ekene ego m ji ya, o kwuru na ego ọjọọ dị n’ime ya.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 4, 5, 3, 1]",3.993910312652588
15,ego ojoo,Ndị ahịa na-atụ egwu ịnakọta ego ọjọọ n’ihi na ọ na-ahịa ahụ tupu ha emefuo ya.,,"['78779843957.png', '24439614580.png', '62578963641.png', '82768287236.png', '13003845196.png']","Consider the expression: [ego ojoo] in the Igbo language, and its meaning in context: [Ndị ahịa na-atụ egwu ịnakọta ego ọjọọ n’ihi na ọ na-ahịa ahụ tupu ha emefuo ya.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 5, 1, 4]",1.3978536128997803
16,ihe odachi,Ihe gọọmenti Naịjirịa kwuru maka ihe ọdachi,,"['72048510822.png', '67899619804.png', '72678720936.png', '23945126892.png', '52940650045.png']","Consider the expression: [ihe odachi] in the Igbo language, and its meaning in context: [Ihe gọọmenti Naịjirịa kwuru maka ihe ọdachi]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 3, 5]",1.3074417114257812
17,ihe odachi,Ihe ọdachi ataala isi mmadụ 31 n'emume ụka na Rivas steeti,,"['72048510822.png', '67899619804.png', '23945126892.png', '72678720936.png', '52940650045.png']","Consider the expression: [ihe odachi] in the Igbo language, and its meaning in context: [Ihe ọdachi ataala isi mmadụ 31 n'emume ụka na Rivas steeti]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 2, 5, 4]",4.058189392089844
18,ihe odachi,"Ozugbo anyị nya ụgbọala anyị na-aga Aba, anyị hụrụ ihe ọdachi n’okporoụzọ ahụ ndị agha na-anọ.",,"['72678720936.png', '52940650045.png', '67899619804.png', '23945126892.png', '72048510822.png']","Consider the expression: [ihe odachi] in the Igbo language, and its meaning in context: [Ozugbo anyị nya ụgbọala anyị na-aga Aba, anyị hụrụ ihe ọdachi n’okporoụzọ ahụ ndị agha na-anọ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 1, 3, 2]",3.1451075077056885
19,ihe odachi,Bupụ ihe ọdachị a ka m gafee n’ihi na ọ na-anọchiri m ụzọ.,,"['52940650045.png', '23945126892.png', '72678720936.png', '72048510822.png', '67899619804.png']","Consider the expression: [ihe odachi] in the Igbo language, and its meaning in context: [Bupụ ihe ọdachị a ka m gafee n’ihi na ọ na-anọchiri m ụzọ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 5, 3, 2, 1]",2.9421675205230713
20,akpa akpu,"Mgbe ha nọ na-akọ ọnụ, o we tụgharịa sị  ya na nwunye ya bụ akpa akpụ",,"['73063767103.png', '11617386531.png', '75660963572.png', '57020179923.png', '45960062382.png']","Consider the expression: [akpa akpu] in the Igbo language, and its meaning in context: [Mgbe ha nọ na-akọ ọnụ, o we tụgharịa sị  ya na nwunye ya bụ akpa akpụ]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 3, 5]",3.031829595565796
21,akpa akpu,Ụtụtụ ahụ ka m nụrụ otu nwanyị na-asị na di ya bụzị akpa akpụ ugbu a.,,"['11617386531.png', '73063767103.png', '75660963572.png', '57020179923.png', '45960062382.png']","Consider the expression: [akpa akpu] in the Igbo language, and its meaning in context: [Ụtụtụ ahụ ka m nụrụ otu nwanyị na-asị na di ya bụzị akpa akpụ ugbu a.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 2, 4, 3]",1.0188803672790527
22,akpa akpu,Mgbaafọ gbara ụzọ gaa ahịa iji zụta akpa akpụ n’ihi na ọ na-adị ọnụ ala n’ụzọ ụtụtụ.,,"['73063767103.png', '11617386531.png', '75660963572.png', '57020179923.png', '45960062382.png']","Consider the expression: [akpa akpu] in the Igbo language, and its meaning in context: [Mgbaafọ gbara ụzọ gaa ahịa iji zụta akpa akpụ n’ihi na ọ na-adị ọnụ ala n’ụzọ ụtụtụ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 4, 2, 5]",3.9337291717529297
23,akpa akpu,Amaka baara di ya mba maka na o tinyere akwa nwa ha nwoke n’ime akpa akpụ nke mere na akwa ndị ahụ bidoro siwe akpụ akpụ.,,"['11617386531.png', '73063767103.png', '75660963572.png', '57020179923.png', '45960062382.png']","Consider the expression: [akpa akpu] in the Igbo language, and its meaning in context: [Amaka baara di ya mba maka na o tinyere akwa nwa ha nwoke n’ime akpa akpụ nke mere na akwa ndị ahụ bidoro siwe akpụ akpụ.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 5, 3]",1.0355441570281982
24,itu ndu mmanu,Kedu ihe i na-eme ma i chọo itu ndụ mmanu maobu ime onwe gị obi ụtọ?,,"['58415927098.png', '23378703787.png', '76137585696.png', '35258483803.png', '72132605349.png']","Consider the expression: [itu ndu mmanu] in the Igbo language, and its meaning in context: [Kedu ihe i na-eme ma i chọo itu ndụ mmanu maobu ime onwe gị obi ụtọ?]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 3, 2]",3.310041666030884
25,itu ndu mmanu,Bịa ka m gosi gị mkpụrụosisi dị mma maka ịtụ ndụ gị mmanụ ugbu a ọrịa na-efegharị ebe niile.,,"['58415927098.png', '23378703787.png', '72132605349.png', '35258483803.png', '76137585696.png']","Consider the expression: [itu ndu mmanu] in the Igbo language, and its meaning in context: [Bịa ka m gosi gị mkpụrụosisi dị mma maka ịtụ ndụ gị mmanụ ugbu a ọrịa na-efegharị ebe niile.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 2, 3]",1.0513386726379395
26,itu ndu mmanu,X,,"['72132605349.png', '58415927098.png', '35258483803.png', '23378703787.png', '76137585696.png']","Consider the expression: [itu ndu mmanu] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 2, 1, 3]",1.1597857475280762
27,itu ndu mmanu,X,,"['35258483803.png', '72132605349.png', '58415927098.png', '23378703787.png', '76137585696.png']","Consider the expression: [itu ndu mmanu] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 3, 2]",2.5599093437194824
28,oge nwaanyi maobu oge nwoke,Ndị Igbo sị na oge nwaanyị na-aga aga.,,"['40043366183.png', '59852128138.png', '51648380175.png', '18628318341.png', '88024876306.png']","Consider the expression: [oge nwaanyi maobu oge nwoke] in the Igbo language, and its meaning in context: [Ndị Igbo sị na oge nwaanyị na-aga aga.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 3, 2]",3.8201448917388916
29,oge nwaanyi maobu oge nwoke,"Amaka sịrị na ọ chọghị ịlụ di ugbu a, ma nne ya na-agwa ya ka o cheta na oge nwaanyị adịghị eche.",,"['59852128138.png', '40043366183.png', '51648380175.png', '88024876306.png', '18628318341.png']","Consider the expression: [oge nwaanyi maobu oge nwoke] in the Igbo language, and its meaning in context: [Amaka sịrị na ọ chọghị ịlụ di ugbu a, ma nne ya na-agwa ya ka o cheta na oge nwaanyị adịghị eche.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 4, 2, 5]",3.009943723678589
30,oge nwaanyi maobu oge nwoke,"A na-egbubu ụmụ ejima, tupu o ruo oge nwaanyị onye ocha a na-akpọ Mary Slessor kwụsịrị ya.",,"['51648380175.png', '88024876306.png', '59852128138.png', '40043366183.png', '18628318341.png']","Consider the expression: [oge nwaanyi maobu oge nwoke] in the Igbo language, and its meaning in context: [A na-egbubu ụmụ ejima, tupu o ruo oge nwaanyị onye ocha a na-akpọ Mary Slessor kwụsịrị ya.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 2, 5, 1, 4]",4.978484153747559
31,oge nwaanyi maobu oge nwoke,"Ị ma na ihe a abụghịzi oge ụwa ka nọ n’isi, ya bụ na oge nwoke ga-eji ekwu okwu ekwesịghị ịkarị oge nke nwoke.",,"['18628318341.png', '88024876306.png', '51648380175.png', '40043366183.png', '59852128138.png']","Consider the expression: [oge nwaanyi maobu oge nwoke] in the Igbo language, and its meaning in context: [Ị ma na ihe a abụghịzi oge ụwa ka nọ n’isi, ya bụ na oge nwoke ga-eji ekwu okwu ekwesịghị ịkarị oge nke nwoke.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 3, 5, 2]",3.897735834121704
32,ahia azu ulo,Ọ zụtara mmanụ ụgbọala n’ahịa azụ ụlọ n’ihi na ebe a na-ere ya n’ụlọ ahịa adịghị.,,"['98828193413.png', '73711309908.png', '59139541798.png', '18421583869.png', '59476846414.png']","Consider the expression: [ahia azu ulo] in the Igbo language, and its meaning in context: [Ọ zụtara mmanụ ụgbọala n’ahịa azụ ụlọ n’ihi na ebe a na-ere ya n’ụlọ ahịa adịghị.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 3, 4, 5]",3.503354549407959
33,ahia azu ulo,Gọvanọ gwara ndị ọ na-achị ka ha zere ịzụ ahịa n’ahịa azụ ụlọ n’ihi na o nwere ihe ize ndụ juru na ya,,"['59476846414.png', '98828193413.png', '73711309908.png', '18421583869.png', '59139541798.png']","Consider the expression: [ahia azu ulo] in the Igbo language, and its meaning in context: [Gọvanọ gwara ndị ọ na-achị ka ha zere ịzụ ahịa n’ahịa azụ ụlọ n’ihi na o nwere ihe ize ndụ juru na ya]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 1, 2, 4]",3.862130880355835
34,ahia azu ulo,X,,"['59476846414.png', '73711309908.png', '98828193413.png', '18421583869.png', '59139541798.png']","Consider the expression: [ahia azu ulo] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 5, 3, 4, 2]",1.2012920379638672
35,ahia azu ulo,X,,"['73711309908.png', '59476846414.png', '18421583869.png', '98828193413.png', '59139541798.png']","Consider the expression: [ahia azu ulo] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 5, 2, 4]",3.755910634994507
36,ita uta,"N’afọ a enweghị ụdị ọṅụ ọ bụla ga-anọchi ịta ụta na ọnọdụ enweghị enyemaka ndị ụka Alakụba Palestine bị n’ọwụwa anyanwụ Jerusalem na-agabiga.""",,"['12730960102.png', '62715964237.png', '22134936294.png', '65059783001.png', '39079490537.png']","Consider the expression: [ita uta] in the Igbo language, and its meaning in context: [N’afọ a enweghị ụdị ọṅụ ọ bụla ga-anọchi ịta ụta na ọnọdụ enweghị enyemaka ndị ụka Alakụba Palestine bị n’ọwụwa anyanwụ Jerusalem na-agabiga.""]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 2, 5, 3]",3.596392869949341
37,ita uta,"Ebe ọ bụ na onye nlekọta nʼahụ ihe banyere chọọchị Chineke, ọ ga-abụ onye na-enweghị ihe ịta ụta.",,"['62715964237.png', '22134936294.png', '12730960102.png', '65059783001.png', '39079490537.png']","Consider the expression: [ita uta] in the Igbo language, and its meaning in context: [Ebe ọ bụ na onye nlekọta nʼahụ ihe banyere chọọchị Chineke, ọ ga-abụ onye na-enweghị ihe ịta ụta.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 3, 1, 5, 4]",1.3136255741119385
38,ita uta,X,,"['62715964237.png', '22134936294.png', '39079490537.png', '65059783001.png', '12730960102.png']","Consider the expression: [ita uta] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 1, 2, 4, 5]",1.1690857410430908
39,ita uta,X,,"['22134936294.png', '39079490537.png', '65059783001.png', '62715964237.png', '12730960102.png']","Consider the expression: [ita uta] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 4, 1, 2, 3]",2.572883129119873
40,ebe uzo adighi,Chukwu Okikeabịaama ga-akwara anyị ụzọ ebe ụzọ adịghị,,"['43342534131.png', '50941165959.png', '32855571015.png', '11417181097.png', '84831119211.png']","Consider the expression: [ebe uzo adighi] in the Igbo language, and its meaning in context: [Chukwu Okikeabịaama ga-akwara anyị ụzọ ebe ụzọ adịghị]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 3, 5, 2, 4]",1.0403072834014893
54,nwaanyi di abuo,X,,"['39251227820.png', '42082416885.png', '93121375511.png', '25735528811.png', '59174852045.png']","Consider the expression: [nwaanyi di abuo] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 3, 4, 2]",2.3927536010742188
55,nwaanyi di abuo,X,,"['39251227820.png', '42082416885.png', '93121375511.png', '25735528811.png', '59174852045.png']","Consider the expression: [nwaanyi di abuo] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[1, 4, 3, 5, 2]",2.8521697521209717
76,onye apiriko,X,,"['59025522972.png', '95839065379.png', '68426627714.png', '62652137466.png', '67316498003.png']","Consider the expression: [onye apiriko] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 3, 2, 4]",3.4789857864379883
44,ihe kporo akpo,Ịrụ ọrụ a n’ụlọ ọrụ anyị bụ ihe kpọrọ akpọ n’ihi na ọ chọrọ ka mmadụ nwee nnukwu amamihe na nkà.,,"['14584700753.png', '54639210552.png', '86300610291.png', '16132258538.png', '82737180089.png']","Consider the expression: [ihe kporo akpo] in the Igbo language, and its meaning in context: [Ịrụ ọrụ a n’ụlọ ọrụ anyị bụ ihe kpọrọ akpọ n’ihi na ọ chọrọ ka mmadụ nwee nnukwu amamihe na nkà.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 4, 2, 5, 1]",2.083524465560913
45,ihe kporo akpo,"Ịmepụta usoro ọhụrụ a n’ụlọ ọrụ anyị ghọrọ ihe kpọrọ akpọ, ya mere, ha kpọrọ ndị ọkachamara ka ha nyere aka.",,"['54639210552.png', '14584700753.png', '16132258538.png', '86300610291.png', '82737180089.png']","Consider the expression: [ihe kporo akpo] in the Igbo language, and its meaning in context: [Ịmepụta usoro ọhụrụ a n’ụlọ ọrụ anyị ghọrọ ihe kpọrọ akpọ, ya mere, ha kpọrọ ndị ọkachamara ka ha nyere aka.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[4, 1, 5, 3, 2]",6.161710262298584
50,agada gbachiri uzo,X,,"['30559714105.png', '27625203683.png', '64541048237.png', '19382858043.png', '63381755706.png']","Consider the expression: [agada gbachiri uzo] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 5, 4, 3]",2.609957695007324
51,agada gbachiri uzo,X,,"['30559714105.png', '64541048237.png', '19382858043.png', '27625203683.png', '63381755706.png']","Consider the expression: [agada gbachiri uzo] in the Igbo language, and its meaning in context: [X]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 1, 2, 4, 3]",3.4065518379211426
62,oba mkpokoro,Ị chọchara ebe ị ga-awụnye egusi ndị a ọ bụrụ n’ọba mkpọkọrọ a.,,"['24648147336.png', '10828139437.png', '75302268959.png', '73794305975.png', '19677263166.png']","Consider the expression: [oba mkpokoro] in the Igbo language, and its meaning in context: [Ị chọchara ebe ị ga-awụnye egusi ndị a ọ bụrụ n’ọba mkpọkọrọ a.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[3, 5, 1, 2, 4]",4.155052423477173
63,oba mkpokoro,O nwere otu ọba mkpọkọrọ dị n’azụ ụlọ anyị kemgbe afọ iri abụọ gara aga mana nne m ekwebeghị ka anyị tụfuo ya.,,"['24648147336.png', '10828139437.png', '19677263166.png', '75302268959.png', '73794305975.png']","Consider the expression: [oba mkpokoro] in the Igbo language, and its meaning in context: [O nwere otu ọba mkpọkọrọ dị n’azụ ụlọ anyị kemgbe afọ iri abụọ gara aga mana nne m ekwebeghị ka anyị tụfuo ya.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[2, 1, 3, 5, 4]",4.5818727016448975
64,ihe mgbagwoju anya,Otu ndị Taiwan People Party kwenyere na njikọ Taiwan na Chaina ka bụ ihe mgbagwoju anya.,,"['29435827429.png', '80636032724.png', '32936508197.png', '63356026710.png', '50103281511.png']","Consider the expression: [ihe mgbagwoju anya] in the Igbo language, and its meaning in context: [Otu ndị Taiwan People Party kwenyere na njikọ Taiwan na Chaina ka bụ ihe mgbagwoju anya.]. Rank the following captions based on how well that they relect that meaning. Return only a list of reordered indices, e.g., [1, 3, 2, 4, 5], from most to least similar. Do not include any explanation.","[5, 2, 1, 3, 4]",2.89357328414917
